,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.09,0.09,0.34,0.0,0.2,0.24,0.28
emulemorph.csv,0.0,0.0,0.0,0.06,0.0,0.01,0.0
htmlunit.csv,0.39,0.11,0.45,0.1,0.1,0.0,0.3
jvcl.csv,0.0,0.01,0.0,0.26,0.0,0.11,0.0
m-m-m.csv,0.41,0.66,0.67,0.86,0.0,0.87,0.47
nh3d.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.0,0.17,0.36,0.09,0.1,0.25,0.21
