,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.03,0.75,0.44,0.92,0.18,0.51,0.5
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.67
htmlunit.csv,0.41,0.0,0.62,0.21,0.16,0.94,0.33
jvcl.csv,0.0,0.0,1.0,0.17,0.1,0.05,0.0
m-m-m.csv,0.44,0.5,0.5,0.75,1.0,0.76,0.17
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,1.0,0.25,0.25,0.08,0.29,0.22,0.33
