,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.47,0.56,0.6,0.57,0.72
encog-java.csv,0.69,0.16,0.0,0.33,0.27
h2database.csv,0.63,0.72,0.13,0.69,0.27
jaql.csv,0.63,0.69,0.52,0.66,0.47
raven-monitoring.csv,0.46,0.33,0.62,0.39,0.07
