,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.52,0.15,0.19,0.57,0.0,0.3,0.22,0.05,0.25,0.41,0.0,0.09,0.37
empserver.csv,0.65,0.25,0.31,0.43,0.0,0.46,0.11,0.12,0.42,0.67,0.14,0.62,0.73
emulemorph.csv,0.09,0.0,0.12,0.08,0.0,0.11,0.0,0.23,0.0,0.13,0.0,0.0,0.17
google-web-toolkit.csv,0.61,0.16,0.37,0.24,0.0,0.39,0.12,0.14,0.44,0.26,0.15,0.65,0.68
htmlunit.csv,0.47,0.16,0.47,0.41,0.0,0.54,0.35,0.11,0.39,0.6,0.29,0.5,0.52
jaxen.csv,0.58,0.27,0.33,0.34,0.01,0.48,0.53,0.08,0.49,0.6,0.16,0.52,0.69
jguard.csv,0.65,0.16,0.27,0.43,0.0,0.47,0.11,0.05,0.6,0.69,0.19,0.68,0.61
kowari.csv,0.36,0.0,0.29,0.19,0.0,0.46,0.13,0.11,0.48,0.23,0.33,0.18,0.42
maidsafe-dht.csv,0.25,0.3,0.48,0.21,0.0,0.47,0.13,0.08,0.37,0.61,0.12,0.45,0.45
mimosa.csv,0.64,0.16,0.34,0.46,0.0,0.5,0.12,0.1,0.51,0.69,0.25,0.81,0.63
vdsf.csv,0.67,0.27,0.29,0.4,0.0,0.4,0.03,0.07,0.5,0.66,0.07,0.52,0.6
xbrlapi.csv,0.67,0.0,0.07,0.32,0.0,0.38,0.14,0.17,0.46,0.0,0.06,0.59,0.45
