,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.5,0.92,0.43,0.59,0.4,0.46,0.56,0.47,0.36,0.64
gamestone.csv,0.86,0.53,0.93,0.54,0.94,0.0,0.0,0.97,0.83,0.83
gbif-providertoolkit.csv,0.53,0.95,0.82,0.94,0.57,0.67,0.44,0.56,0.58,0.57
heekscad.csv,0.36,0.69,0.45,0.53,0.41,0.38,0.48,0.43,0.37,0.46
igarden.csv,0.42,0.67,0.53,0.47,0.65,0.53,0.52,0.66,0.48,0.56
levent.csv,0.55,0.86,0.67,0.0,0.38,0.45,0.49,0.0,0.0,0.88
owlapi.csv,0.71,0.95,0.68,0.95,0.36,0.46,0.4,0.59,0.53,0.56
pnotepad.csv,0.42,0.54,0.36,0.31,0.33,0.43,0.4,0.5,0.34,0.38
quark.csv,0.53,0.67,0.68,0.83,0.9,0.75,0.75,0.85,0.62,0.83
xcsoar.csv,0.37,0.6,0.37,0.42,0.37,0.46,0.48,0.56,0.34,0.47
