,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.9,0.56,0.75,0.69,0.65,0.51,0.49,0.77,0.62
gamestone.csv,0.91,0.2,0.88,0.73,0.74,1.0,1.0,0.88,1.01,0.94
gbif-providertoolkit.csv,0.78,1.06,0.75,0.82,0.41,0.96,0.86,0.47,0.72,0.81
heekscad.csv,0.36,0.65,0.46,0.59,0.58,0.62,0.54,0.53,0.69,0.53
igarden.csv,0.48,0.79,0.57,0.5,0.54,0.46,0.65,0.7,0.34,0.52
levent.csv,0.53,0.88,0.95,1.0,0.73,0.42,0.65,0.96,1.0,0.83
owlapi.csv,0.92,1.07,0.76,0.87,0.82,0.65,0.92,0.33,0.64,0.68
pnotepad.csv,0.45,0.59,0.72,0.96,0.86,0.6,0.59,0.89,1.0,0.19
quark.csv,0.6,0.75,0.65,0.94,0.72,0.92,0.95,0.69,0.25,0.78
xcsoar.csv,0.41,0.64,0.4,0.58,0.51,0.65,0.57,0.58,1.0,0.65
