,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.58,0.19,0.56,0.64,0.34,0.4,0.71,0.71,0.51,0.51,0.68,0.7,0.53,0.39,0.24,0.55,0.15,0.78
decidr.csv,0.45,0.13,0.58,0.64,0.27,0.31,0.7,0.8,0.34,0.51,0.76,0.69,0.65,0.42,0.21,0.39,0.32,0.79
elmo.csv,0.5,0.23,0.26,0.39,0.43,0.32,0.3,0.26,0.37,0.26,0.54,0.26,0.38,0.0,0.3,0.36,0.43,0.38
gpac.csv,0.56,0.17,0.56,0.53,0.34,0.42,0.74,0.79,0.38,0.48,0.68,0.7,0.67,0.39,0.25,0.46,0.36,0.73
illumination.csv,0.0,0.12,0.11,0.2,0.3,0.0,0.54,0.66,0.0,0.53,0.08,0.0,0.0,0.25,0.12,0.4,0.68,0.0
img-browse-sort.csv,0.69,0.08,0.6,0.71,0.38,0.47,0.68,0.65,0.58,0.62,0.68,0.65,0.43,0.4,0.32,0.62,0.37,0.73
jajuk.csv,0.63,0.21,0.58,0.78,0.34,0.44,0.63,0.78,0.5,0.56,0.71,0.68,0.68,0.43,0.24,0.48,0.38,0.78
ktc.csv,0.71,0.16,0.62,0.7,0.34,0.44,0.25,0.72,0.61,0.5,0.65,0.58,0.59,0.35,0.29,0.45,0.33,0.74
miranda.csv,0.56,0.0,0.57,0.28,0.21,0.0,0.35,0.8,0.24,0.49,0.41,0.23,0.65,0.0,0.24,0.0,0.27,0.8
neoengine.csv,0.55,0.13,0.63,0.72,0.34,0.43,0.78,0.8,0.45,0.57,0.71,0.7,0.64,0.41,0.23,0.51,0.35,0.79
nicepress.csv,0.58,0.15,0.55,0.63,0.33,0.39,0.59,0.78,0.55,0.74,0.71,0.68,0.65,0.31,0.27,0.39,0.33,0.78
omseek.csv,0.4,0.0,0.31,0.56,0.53,0.29,0.04,0.47,0.38,0.17,0.35,0.07,0.21,0.39,0.38,0.36,0.24,0.47
rosegarden.csv,0.68,0.13,0.57,0.71,0.31,0.43,0.59,0.6,0.62,0.55,0.63,0.62,0.49,0.44,0.26,0.43,0.08,0.79
smarttag.csv,0.68,0.17,0.55,0.63,0.25,0.38,0.64,0.5,0.5,0.54,0.56,0.52,0.48,0.52,0.22,0.43,0.33,0.63
sylpheed-claws.csv,0.59,0.13,0.56,0.66,0.26,0.41,0.75,0.55,0.44,0.51,0.72,0.63,0.7,0.41,0.2,0.39,0.35,0.79
vapor.csv,0.0,0.18,0.59,0.26,0.3,0.45,0.35,0.78,0.42,0.57,0.63,0.62,0.63,0.42,0.27,0.39,0.19,0.03
zorannt.csv,0.5,0.22,0.28,0.61,0.39,0.35,0.7,0.31,0.33,0.38,0.57,0.58,0.62,0.25,0.28,0.53,0.37,0.65
zscreen.csv,0.62,0.15,0.57,0.63,0.25,0.49,0.79,0.63,0.5,0.53,0.69,0.66,0.58,0.41,0.24,0.36,0.32,0.8
