a2ixlibrary,1
aa-project,1
aardvarktool,1
abstractadonet,14
accela,17
admpanel,1
aggie,4
aggoo,15
ailoom,9
airfart,1
ajaxtoaster,10
amorph,7
andromdaplugins,33
antlreclipse,109
apt-jelly,4
argtable,1
arqlib,11
asm,1
asxa,1
atgeclipse,3
atrisframework,11
attrib4j,9
atv,13
bacnet-sim,1
basic-ide,1
bcel,81
bh3d,4
bibom,1
bns,1
boardgametool,23
boardmod,1
bpalogin,1
brawl,3
brownbag,68
burningwater,1
c6x-tools,1
calculation,1
catnap-layer,1
cbar,1
cdk,95
cds-bcr,1
c-it,68
clinkc,1
cmfie,1
cnxmanager,1
cockatoo,1
colander,1
contact-manager,1
contiki,8
cpmake,6
cruisecontrol,47
cryptix-asn1,10
cybercore,49
czechtok,1
d2slacker,12
dar,10
dasher,9
dbdesign,2
dbunit,15
detox,1
digiforce,3
dpcl,8
dslib,5
dwi,1
ebml,3
eboard,30
ebob,20
echo2faces,15
eclipse-javacc,5
eclipservices,6
eda,1
ejbbuilder,4
ejoe,18
elfio,16
embunit,1
escapek,26
esiobjects,4
expect,1
fast-code,11
fbc,1
fishnomore,2
forkpackages,16
formproc,16
freestitch,6
freestyledust,1
fsfs,1
furies,8
fwcontrib,12
gamefu,1
gbts,1
glassbox,108
glg,1
glt,13
glubs,48
gnopstree,1
gnosislims,24
gnugsl,1
gpu,6
groab,1
gsbt,3
gtads,1
gtkdial,1
gtkeditor,1
gtruko,1
gusi,1
gwcc,1
hapy,3
hblok,25
hiberclipse,9
holdemcockpit,8
icescan,1
icsoft,1
idair,1
ifpgui,1
igj,1
incanto,5
instantobjects,10
isys2,158
jabberbeans,39
jackpp,1
jaga,45
jarsync,36
javaguard,18
jaxor,41
j-bird,30
jbook,1
jbossadmingui,1
jcryptfx,15
jcsc,12
jdiagnose,89
jewelbox,181
jfunc,4
jgedit,22
jge-engine,22
jobscheduler,27
join,175
jpacket,7
jpf,4
jprogect,11
jrobin,18
jsorter,2
jsqldoc,1
jstatemachine,31
jtestcase,30
jtoe,10
jxmenu,11
kameleon,5
kaptleen,1
kcheat,1
kde-cim,3
kof91,1
kvglininstaller,1
launch4j,15
lazarus-ccr,1
ldapd,1
leaf2,5
lefthand,4
lets-talk,308
libclc,1
libcli,1
libdsp,1
linpal,2
linux-802-15-4,1
live-graph,7
lmbench,1
lobtracestream,1
lpd,75
lpdspooler,3
malakh,1
marauroa,9
mayatomgc,1
mbootp,1
meconsole,4
microdev,16
milkengine,17
mm8leveleditor,49
mmssuite,1
morphious,8
msysrssreader,3
mt-daapd,1
myster,68
mywl,8
nagiosappender,1
napkinlaf,15
netlogclient,4
net-policy,2
netradar,1
ngraver,4
njs,1
nmapwin,2
nostromodriver,1
nspring,12
ntw,1
o2xmapper,2
ofpr,11
oness,4
openbt,1
openefm,78
open-ha-cluster,1
openillusionist,1
openjmx,94
openmgcp,1
openpoplog,1
openrds,11
openrequest,22
opensteer,9
osage,31
osgjuggler,3
ouoss,6
p2p-radio,14
palmvnc2,1
pfpro,1
phosphor,29
phpdavinci,1
pic-gcc-library,1
platonos,27
pliant,1
plptools,3
pols,11
posit,65
pred,1
premake,1
projectfootball,5
prospear,1
psotnic,2
pvrbot,5
qaproxy,1
qiqu,36
qkalahari,1
qof-jdbc,97
qsynaptics,1
raddump,1
raine,1
realm,26
realmsofmagic,13
relay6,1
remotefinder,1
reteptools,68
retrotranslator,57
riser,137
routeruler,5
rstatd,1
rvsn00p,6
sablecc,57
safecopy,1
sartoris,1
saxondotnet,390
scrap,3
scst,1
scubatoolkit,8
securertp,9
securesms,10
securityfilter,9
semantikos,18
sharpflash,1
side4u,4
sigel,9
simfony,30
sitast,32
skyeye,1
smartanalyzer,18
smartfeedback,1
smarty4j,32
snes9express,4
soapical,37
souptonuts,1
spec,283
spheresuite,1
spwrapper,8
sse-examples,253
staf,28
statopolycli,1
stroom,11
stu,17
stunts3d,1
synetman,1
synopsis,7
syrup,17
teledat,1
tertis,3
tgl,18
thx,3
tidyfornet,1
tnf2,10
toaster,1
toba,4
toppers-utils,26
tracksail,2
tuxpaint,1
tuxtype,1
txth,11
uaex,1
uced,134
umleditor,355
usercontrol,1
usermanager2,1
uvc,5
vmaster,240
vnc-tight,120
vnuml,1
voodoo,28
vronline,133
welofunc,70
wiideocenter,22
wikiportal,2
winlirc,1
worms3d,2
wowicon,21
wxlua,2
xeno,1
xing,207
xmlceclipse,4
xmlhelper,1
xmloatmeal,5
xmlvoc,32
xmoon,1
xtas,9
xtc4y,25
xvcl,1
zige,40
