a2ixlibrary,1
aa-project,1
aardvarktool,269
abstractadonet,603
accela,2646
admpanel,1
aggie,617
aggoo,6203
ailoom,623
airfart,34
ajaxtoaster,753
amorph,123
andromdaplugins,2141
antlreclipse,4865
apt-jelly,138
argtable,1
arqlib,952
asm,1
asxa,1
atgeclipse,184
atrisframework,2702
attrib4j,199
atv,1543
bacnet-sim,1
basic-ide,1
bcel,4379
bh3d,657
bibom,195
bns,1
boardgametool,1365
boardmod,26
bpalogin,1
brawl,150
brownbag,2141
burningwater,503
c6x-tools,23
calculation,160
catnap-layer,208
cbar,1
cdk,12183
cds-bcr,1
c-it,1355
clinkc,1
cmfie,156
cnxmanager,1
cockatoo,49
colander,180
contact-manager,1
contiki,1053
cpmake,588
cruisecontrol,4134
cryptix-asn1,679
cybercore,2121
czechtok,1
d2slacker,692
dar,1664
dasher,1968
dbdesign,1261
dbunit,1283
detox,1
digiforce,1501
dpcl,3456
dslib,1017
dwi,1
ebml,285
eboard,1309
ebob,576
echo2faces,1200
eclipse-javacc,1075
eclipservices,204
eda,1056
ejbbuilder,551
ejoe,955
elfio,209
embunit,1
escapek,1133
esiobjects,6762
expect,1
fast-code,540
fbc,3
fishnomore,226
forkpackages,852
formproc,384
freestitch,515
freestyledust,1
fsfs,1
furies,363
fwcontrib,1396
gamefu,24
gbts,1
glassbox,3546
glg,1
glt,3732
glubs,704
gnopstree,1
gnosislims,354
gnugsl,57
gpu,164
groab,81
gsbt,334
gtads,727
gtkdial,1
gtkeditor,1
gtruko,1
gusi,1
gwcc,1
hapy,286
hblok,1371
hiberclipse,683
holdemcockpit,432
icescan,288
icsoft,147
idair,1
ifpgui,222
igj,216
incanto,222
instantobjects,1
isys2,1541
jabberbeans,1207
jackpp,268
jaga,1742
jarsync,1681
javaguard,737
jaxor,1840
j-bird,5955
jbook,136
jbossadmingui,387
jcryptfx,588
jcsc,1109
jdiagnose,2116
jewelbox,9039
jfunc,258
jgedit,1039
jge-engine,530
jobscheduler,9896
join,6287
jpacket,327
jpf,312
jprogect,436
jrobin,1155
jsorter,118
jsqldoc,108
jstatemachine,594
jtestcase,1802
jtoe,183
jxmenu,139
kameleon,613
kaptleen,110
kcheat,173
kde-cim,276
kof91,1
kvglininstaller,1
launch4j,523
lazarus-ccr,1
ldapd,108
leaf2,1
lefthand,1722
lets-talk,8305
libclc,1
libcli,1
libdsp,900
linpal,145
linux-802-15-4,1
live-graph,507
lmbench,1
lobtracestream,192
lpd,4471
lpdspooler,270
malakh,1
marauroa,902
mayatomgc,127
mbootp,46
meconsole,1010
microdev,5087
milkengine,2057
mm8leveleditor,4244
mmssuite,297
morphious,827
msysrssreader,274
mt-daapd,1
myster,2757
mywl,202
nagiosappender,117
napkinlaf,1360
netlogclient,291
net-policy,64
netradar,347
ngraver,720
njs,1
nmapwin,466
nostromodriver,2
nspring,822
ntw,65
o2xmapper,896
ofpr,689
oness,346
openbt,1
openefm,2510
open-ha-cluster,1
openillusionist,1050
openjmx,2142
openmgcp,1
openpoplog,1
openrds,537
openrequest,2496
opensteer,843
osage,1216
osgjuggler,381
ouoss,1465
p2p-radio,707
palmvnc2,1
pfpro,1090
phosphor,1775
phpdavinci,227
pic-gcc-library,1
platonos,1425
pliant,1
plptools,776
pols,625
posit,4063
pred,155
premake,435
projectfootball,1765
prospear,1520
psotnic,862
pvrbot,340
qaproxy,1
qiqu,1758
qkalahari,112
qof-jdbc,1260
qsynaptics,97
raddump,1
raine,1
realm,1050
realmsofmagic,1845
relay6,1
remotefinder,1
reteptools,8089
retrotranslator,1621
riser,3691
routeruler,1301
rstatd,1
rvsn00p,696
sablecc,2303
safecopy,1
sartoris,4
saxondotnet,15631
scrap,134
scst,1
scubatoolkit,715
securertp,218
securesms,261
securityfilter,310
semantikos,876
sharpflash,82
side4u,296
sigel,1835
simfony,311
sitast,480
skyeye,239
smartanalyzer,518
smartfeedback,1
smarty4j,664
snes9express,513
soapical,2723
souptonuts,1
spec,16262
spheresuite,1
spwrapper,835
sse-examples,7252
staf,4704
statopolycli,1
stroom,1423
stu,930
stunts3d,344
synetman,1
synopsis,2225
syrup,519
teledat,1
tertis,162
tgl,2127
thx,498
tidyfornet,576
tnf2,2964
toaster,29
toba,946
toppers-utils,2375
tracksail,246
tuxpaint,3
tuxtype,1
txth,1953
uaex,23
uced,7486
umleditor,17596
usercontrol,1
usermanager2,126
uvc,80
vmaster,6724
vnc-tight,6721
vnuml,1
voodoo,1001
vronline,3330
welofunc,1975
wiideocenter,1224
wikiportal,218
winlirc,123
worms3d,111
wowicon,1721
wxlua,851
xeno,1
xing,4994
xmlceclipse,193
xmlhelper,118
xmloatmeal,293
xmlvoc,1843
xmoon,410
xtas,415
xtc4y,717
xvcl,1
zige,2885
