,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.58,0.16,0.81,0.5,0.83,0.41,0.95,0.89
cities3d.csv,0.42,0.3,0.0,0.06,0.05,0.09,0.48,0.42
img-browse-sort.csv,0.66,0.22,0.51,0.65,0.27,0.64,0.85,0.7
levent.csv,0.73,0.2,0.73,0.61,0.73,0.61,0.86,0.8
pnotepad.csv,0.7,0.23,0.68,0.7,0.63,0.39,0.85,0.95
selenium.csv,0.72,0.23,0.63,0.65,0.35,0.47,0.93,0.67
somap.csv,0.54,0.16,0.81,0.54,0.85,0.44,0.92,0.9
xemeiah.csv,0.66,0.3,0.54,0.73,0.43,0.44,0.78,0.7
