,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.91,1.0,1.0,0.74,0.34,1.0,1.0,0.8
cities3d.csv,0.72,0.41,1.0,0.97,0.98,0.95,0.83,0.74
img-browse-sort.csv,0.51,0.53,0.65,0.46,0.87,0.35,1.02,0.48
levent.csv,0.52,0.66,0.51,0.64,0.95,0.35,0.7,0.83
pnotepad.csv,0.85,0.59,0.6,0.53,0.73,0.88,0.86,0.1
selenium.csv,0.43,0.54,0.53,0.47,0.89,0.53,0.67,0.52
somap.csv,0.71,0.99,1.0,0.94,0.84,0.77,0.15,0.7
xemeiah.csv,0.93,0.39,0.67,0.36,0.94,0.79,1.05,0.48
