,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.99,0.0,0.91,1.03,0.93,0.67,1.0,0.93,0.97,0.94,0.83,1.0,0.8,0.91,1.0,0.88,0.97,1.0,0.98,1.01
baadengine.csv,0.02,0.89,1.01,0.63,0.76,0.65,1.0,0.79,0.97,0.94,0.72,0.98,0.83,0.85,0.57,0.91,0.97,1.0,1.0,0.67
bibedt.csv,0.84,1.01,1.1,1.01,0.59,0.76,0.61,0.68,0.7,0.8,0.48,1.02,0.1,0.49,0.74,0.85,0.84,0.92,0.72,0.35
cascading.csv,0.86,0.96,1.03,0.31,0.65,0.73,0.74,0.6,0.57,0.46,0.47,0.59,0.63,0.69,0.48,0.79,0.0,0.91,0.67,0.35
chaosrts.csv,0.85,0.97,0.95,0.53,0.44,0.71,1.0,0.7,0.73,0.6,0.96,0.9,1.0,0.96,0.82,0.76,0.7,1.0,0.01,0.92
exl.csv,0.7,0.94,0.81,0.51,0.46,0.6,0.55,0.69,0.71,0.61,0.64,0.62,0.46,0.61,0.56,0.75,0.64,0.74,0.54,0.02
gnome-jabber.csv,0.8,1.11,1.05,0.72,0.77,0.75,0.99,0.77,0.92,0.92,0.67,0.85,1.0,0.79,0.58,0.77,0.91,0.4,0.78,0.39
gogoego.csv,0.95,1.01,0.93,1.02,0.82,0.78,0.79,0.12,0.78,0.77,0.73,0.52,1.02,0.81,0.64,0.92,0.92,0.83,0.81,0.96
httpcontentparser.csv,0.87,1.0,0.93,1.0,0.91,0.84,0.93,0.98,0.9,1.0,0.1,1.0,0.85,0.96,0.76,0.92,0.97,0.72,0.96,0.97
impala.csv,0.68,0.82,0.9,1.01,0.9,0.77,0.91,0.88,0.85,0.94,0.72,1.1,0.81,0.92,0.93,0.04,1.0,0.65,0.75,0.99
jaxlib.csv,0.91,1.0,1.01,1.0,0.83,0.89,0.83,0.87,1.0,0.87,0.61,0.0,1.0,0.74,1.0,1.0,0.96,0.96,0.88,0.45
jgameai.csv,0.85,0.41,0.76,1.06,0.86,0.02,0.98,0.82,0.96,0.92,0.67,0.53,0.74,0.96,0.92,0.89,0.91,0.75,0.7,0.94
jhotdraw.csv,0.73,1.0,0.95,1.01,0.8,0.92,0.97,0.84,0.08,0.87,0.86,1.01,0.95,0.82,0.67,0.89,0.93,0.73,0.92,0.95
patterntesting.csv,0.7,1.11,1.13,0.52,0.62,0.8,0.57,0.67,0.73,0.04,0.52,0.56,0.5,0.47,0.66,0.66,0.68,0.71,0.73,0.42
pokeglobal.csv,0.53,1.11,0.55,0.4,0.02,0.82,0.87,0.67,0.68,0.81,0.94,0.92,0.89,0.86,0.65,0.72,0.79,0.8,0.7,0.78
snakeyaml.csv,0.99,0.81,1.0,1.17,0.78,0.78,0.78,0.72,0.57,0.93,0.86,0.75,1.0,0.74,0.11,0.97,0.87,0.83,0.78,0.54
unflobtactical.csv,0.66,0.72,1.28,1.08,0.64,0.63,0.49,0.68,0.64,0.57,0.67,0.62,0.73,0.06,0.53,0.84,0.75,0.7,0.69,0.69
werx.csv,0.99,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.98,0.97,1.0,1.0,1.0
zealos.csv,0.77,0.87,0.97,0.3,0.63,0.65,0.07,0.63,0.67,0.6,0.62,0.64,0.61,0.44,0.64,0.92,0.74,0.89,0.37,0.49
