,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.32,0.99,0.16,0.37,0.26,0.1,0.07,0.85,0.18,0.2,0.43,0.99,0.09,0.2
chrysalis.csv,0.46,0.57,0.5,0.27,0.29,0.0,0.0,0.85,0.2,0.27,0.89,0.0,0.12,1.0
etics.csv,1.0,0.64,0.19,0.26,0.32,0.07,0.22,0.87,0.24,0.22,0.83,0.94,0.08,0.31
flexpay.csv,0.12,0.49,0.17,0.12,0.23,0.0,0.0,0.84,1.0,0.26,0.27,0.0,0.11,0.31
ifmo-game-1.csv,0.0,0.41,0.0,0.08,0.25,1.0,0.0,0.6,0.6,0.33,0.38,0.0,0.08,0.06
jcl.csv,0.0,0.48,0.33,0.21,1.0,0.13,0.0,0.8,0.5,0.5,0.72,0.0,1.0,0.0
linuxsh.csv,0.26,0.56,1.0,0.19,0.2,0.05,0.0,0.82,0.22,0.06,0.32,1.0,0.17,0.26
mvdsv.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.0,0.18,0.0
openmeetings.csv,0.6,0.8,0.16,1.0,0.33,0.13,0.12,0.78,0.24,0.27,0.58,0.98,0.24,0.32
plato.csv,0.2,0.51,0.21,0.13,0.29,0.05,0.12,0.98,0.16,0.28,0.49,0.97,0.11,0.16
projecteqemu.csv,0.4,0.54,0.22,0.64,0.23,0.1,0.16,0.71,0.22,0.25,1.0,0.8,0.19,0.2
scite-ru.csv,0.24,0.5,1.0,0.11,0.94,0.11,0.67,0.83,0.17,0.2,0.5,0.9,0.11,0.15
uclmda.csv,0.14,0.55,0.21,0.17,0.33,0.07,0.17,0.77,0.2,0.17,0.53,1.0,0.17,0.23
vrjuggler.csv,0.26,0.48,0.15,0.13,0.32,0.09,0.0,0.84,0.17,1.0,0.33,0.97,0.12,0.14
