,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.66,0.97,0.17,0.5,0.47,0.56,0.38,0.52,0.53,0.51,0.32,0.81,0.32,0.53
chrysalis.csv,0.51,0.2,0.11,0.21,0.12,0.0,0.0,0.3,0.07,0.52,0.26,0.0,0.45,0.91
etics.csv,0.93,0.3,0.4,0.54,0.37,0.17,0.69,0.35,0.4,0.54,0.47,0.37,0.24,0.35
flexpay.csv,0.26,0.47,0.11,0.43,0.32,0.0,0.0,0.55,0.9,0.59,0.2,0.0,0.25,0.23
ifmo-game-1.csv,0.0,0.09,0.0,0.06,0.22,1.0,0.0,0.09,0.04,0.23,0.17,0.0,0.17,0.05
jcl.csv,0.0,0.13,0.21,0.17,0.12,0.33,0.0,0.12,0.12,0.07,0.41,0.0,1.0,0.0
linuxsh.csv,0.58,0.31,0.93,0.27,0.17,0.17,0.0,0.44,0.3,0.07,0.22,0.02,0.25,0.34
mvdsv.csv,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.17,0.0
openmeetings.csv,0.51,0.19,0.31,1.0,0.37,0.47,0.37,0.2,0.3,0.23,0.6,0.75,0.54,0.48
plato.csv,0.47,0.5,0.31,0.51,0.57,0.38,0.37,0.97,0.41,0.61,0.62,0.59,0.52,0.49
projecteqemu.csv,0.5,0.09,0.62,0.37,0.17,0.33,0.83,0.14,0.19,0.07,0.98,0.02,0.76,0.26
scite-ru.csv,0.57,0.39,0.11,0.42,0.84,0.65,0.71,0.52,0.53,0.47,0.37,0.23,0.49,0.44
uclmda.csv,0.32,0.29,0.61,0.27,0.51,0.17,0.84,0.27,0.43,0.14,0.47,0.99,0.53,0.41
vrjuggler.csv,0.41,0.29,0.39,0.09,0.5,0.58,0.0,0.0,0.51,1.0,0.31,0.48,0.47,0.43
