,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.37,0.95,0.48,0.12,0.55,0.23,0.36,0.4,0.51,0.43
bibedt.csv,0.48,0.07,0.32,0.35,0.0,0.58,0.92,0.52,0.18,0.52
cascading.csv,0.21,0.65,0.65,0.68,0.54,0.57,0.56,0.59,0.99,0.58
firebreath.csv,0.58,0.48,0.96,0.48,0.29,0.66,0.56,0.64,0.43,0.57
fritzing.csv,0.98,0.53,0.45,0.24,0.0,0.68,0.54,0.58,0.28,0.67
httpcontentparser.csv,0.33,0.26,0.06,0.09,0.2,0.79,0.12,0.15,0.07,0.25
mpgravity.csv,0.56,0.5,0.47,0.64,1.0,0.69,0.34,0.67,0.31,0.57
patterntesting.csv,0.71,0.3,0.37,0.97,0.0,0.66,0.44,0.65,0.44,0.58
roller.csv,0.42,0.31,0.65,0.69,0.66,0.65,0.77,0.97,0.55,0.62
xfce.csv,0.56,0.5,0.53,0.4,0.52,0.73,0.57,0.67,0.49,0.99
