,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.71,0.53,0.65,0.94,0.49,0.9,0.46,0.74,0.68,0.72
bibedt.csv,0.61,0.83,0.71,0.9,0.0,0.68,0.89,0.59,0.96,0.49
cascading.csv,0.95,0.37,0.47,0.38,0.71,0.54,0.45,0.46,0.43,0.44
firebreath.csv,0.53,0.37,0.62,0.72,0.83,0.61,0.45,0.47,0.5,0.51
fritzing.csv,0.56,0.43,0.65,0.88,0.67,0.59,0.67,0.53,0.65,0.48
httpcontentparser.csv,0.82,0.96,0.75,0.5,0.5,0.93,0.92,0.91,0.86,0.99
mpgravity.csv,0.45,0.35,0.56,0.57,0.75,0.49,0.67,0.4,0.65,0.51
patterntesting.csv,0.44,0.35,0.79,0.57,0.67,0.49,0.79,0.41,0.54,0.43
roller.csv,0.64,0.61,0.44,0.47,0.52,0.48,0.4,0.43,0.47,0.43
xfce.csv,0.49,0.39,0.51,0.62,0.48,0.44,0.37,0.38,0.46,0.47
