,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.18,0.82,0.28,0.38,0.2
n2cms.csv,0.97,0.58,0.46,0.52,0.59
nassp.csv,0.18,0.34,0.4,1.0,0.1
nug.csv,0.67,0.48,1.0,0.29,0.49
oorexx.csv,0.47,0.7,0.56,0.72,1.0
