,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.15,0.79,0.24,0.33,0.17
n2cms.csv,0.96,0.57,0.47,0.5,0.81
nassp.csv,0.15,0.29,0.35,1.0,0.08
nug.csv,0.77,0.43,1.0,0.25,0.61
oorexx.csv,0.48,0.79,0.65,0.83,1.0
