,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.3,0.36,0.27,0.02,0.33,0.35,0.31,0.5,0.34,0.46,0.19,0.62,0.2,0.54,0.25,0.28
autat.csv,0.15,0.99,0.23,0.95,1.0,0.02,0.15,0.0,0.13,0.12,0.13,0.97,0.3,0.08,0.1,0.24
biopax.csv,0.63,0.37,0.71,0.62,0.23,0.72,0.92,0.84,0.94,0.88,0.72,0.93,0.05,0.85,0.69,0.72
exl.csv,0.33,0.43,0.31,0.35,0.3,0.53,0.35,0.78,0.3,0.33,0.39,0.72,0.4,0.0,0.41,0.14
fceugc.csv,0.41,0.68,0.14,0.48,0.3,0.0,0.23,0.35,0.77,0.35,0.18,0.86,0.3,0.08,0.56,0.28
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.44,0.78,0.53,0.5,0.07,0.65,0.88,0.85,0.41,0.6,0.44,0.59,0.25,0.31,0.66,0.79
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
jmule.csv,0.22,0.99,0.2,0.72,0.43,0.14,0.38,0.28,0.22,0.17,0.12,0.07,0.0,0.23,0.08,0.0
moast.csv,0.56,1.0,0.86,1.0,1.0,0.86,1.0,0.56,0.54,0.57,0.88,0.0,0.65,1.0,0.93,0.52
ng4j.csv,0.7,0.53,0.16,0.12,0.5,0.3,0.23,0.32,0.29,0.26,0.23,0.41,0.85,0.23,0.0,0.38
olap-navigator.csv,0.0,0.55,0.4,0.4,0.47,0.49,0.31,0.43,0.47,0.46,0.48,0.76,0.1,0.38,0.37,0.21
passwordsafe.csv,0.52,0.58,0.2,0.2,0.5,0.4,0.65,0.54,0.31,0.6,0.0,0.59,0.8,0.46,0.58,0.21
phonon-vlc-mplayer.csv,0.41,0.75,0.0,0.62,0.53,0.28,0.42,0.66,0.84,0.91,0.3,0.9,0.7,0.31,0.76,0.41
sepgsql.csv,0.04,0.0,0.02,0.02,0.03,0.19,0.0,0.01,0.01,0.01,0.14,0.03,0.0,0.0,0.02,0.0
unflobtactical.csv,0.04,0.09,0.37,0.2,0.27,0.47,0.0,0.18,0.31,0.33,0.45,0.1,0.35,0.62,0.37,0.1
