,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.7,0.52,0.75,1.0,0.43,0.48,0.69,0.56,0.65,0.75,0.47,0.99,0.61,0.85,0.45,0.46
autat.csv,0.28,1.0,0.3,0.77,0.93,0.1,0.2,1.0,0.31,0.0,0.28,0.1,0.11,0.32,0.1,0.5
biopax.csv,0.92,0.67,0.87,0.82,0.38,0.95,0.89,0.81,1.0,1.0,0.89,1.0,0.99,1.0,0.8,0.62
exl.csv,0.57,0.67,0.38,0.57,0.63,0.62,0.71,0.81,0.92,0.5,0.6,0.99,0.41,1.0,0.65,0.54
fceugc.csv,0.52,0.63,0.33,0.25,0.39,1.0,0.37,0.38,0.23,0.5,0.32,0.21,0.62,0.44,0.5,0.08
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.54,0.89,0.65,0.73,0.99,0.67,0.8,0.81,1.0,0.75,0.74,0.75,0.68,0.71,0.7,0.88
jasperreports.csv,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.01,0.0,0.0,0.0
jmule.csv,0.59,1.0,0.62,0.73,0.87,0.1,0.23,0.44,0.96,0.25,0.12,0.16,0.35,0.07,0.3,0.92
moast.csv,0.52,1.0,0.86,1.0,1.0,0.62,1.0,0.75,0.92,0.75,0.79,1.0,0.75,0.63,0.95,0.62
ng4j.csv,0.64,0.48,0.55,0.36,0.52,0.24,0.14,0.25,0.81,0.0,0.25,0.02,0.55,0.56,1.0,0.71
olap-navigator.csv,0.98,0.52,0.87,0.77,0.62,0.57,0.71,0.31,1.0,1.0,0.7,1.0,0.68,0.88,0.75,0.58
passwordsafe.csv,0.69,0.93,0.7,0.32,0.67,0.52,0.71,0.69,0.58,1.0,0.95,0.01,0.7,0.73,0.5,0.25
phonon-vlc-mplayer.csv,0.72,0.85,1.0,0.25,0.53,0.43,0.57,0.44,0.92,0.75,0.39,0.93,0.9,0.59,0.8,0.29
sepgsql.csv,0.03,0.93,0.09,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.05,0.0,0.0
unflobtactical.csv,0.2,0.26,0.55,0.59,0.37,0.43,0.97,0.31,0.65,0.25,0.47,0.06,0.21,0.61,0.3,0.25
