,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.77,0.11,0.6,0.99,0.57,0.43,0.72,0.31,0.17,0.11,0.52,0.96,0.73,0.84,0.41,0.51
autat.csv,0.41,0.09,0.31,0.59,0.87,0.17,0.3,1.0,0.17,0.0,0.37,0.16,0.19,0.47,0.14,0.56
biopax.csv,0.84,0.14,0.46,0.69,0.53,0.56,0.69,0.3,0.1,0.08,0.56,0.94,0.99,0.88,0.42,0.5
exl.csv,0.67,0.13,0.34,0.6,0.75,0.46,0.72,0.32,0.25,0.1,0.52,0.95,0.54,1.0,0.46,0.63
fceugc.csv,0.62,0.08,0.39,0.3,0.54,1.0,0.48,0.26,0.03,0.1,0.39,0.31,0.73,0.6,0.32,0.12
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.62,0.1,0.42,0.67,0.99,0.44,0.65,0.3,0.21,0.09,0.58,0.82,0.77,0.78,0.38,0.62
jasperreports.csv,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.03,0.0,0.0,0.0
jmule.csv,0.7,0.09,0.57,0.61,0.89,0.14,0.3,0.33,0.32,0.09,0.18,0.27,0.52,0.13,0.39,0.96
moast.csv,0.59,0.09,0.41,0.69,0.91,0.37,0.73,0.36,0.16,0.09,0.47,1.0,0.77,0.65,0.4,0.56
ng4j.csv,0.66,0.08,0.55,0.49,0.64,0.26,0.22,0.19,0.23,0.0,0.3,0.03,0.61,0.69,1.0,0.65
olap-navigator.csv,0.99,0.08,0.59,0.72,0.72,0.44,0.74,0.2,0.19,0.15,0.55,0.95,0.79,0.88,0.53,0.64
passwordsafe.csv,0.72,0.13,0.62,0.42,0.76,0.45,0.65,0.34,0.16,0.11,0.97,0.02,0.73,0.78,0.31,0.33
phonon-vlc-mplayer.csv,0.76,0.1,1.0,0.28,0.65,0.43,0.61,0.21,0.11,0.06,0.4,0.91,0.86,0.7,0.4,0.33
sepgsql.csv,0.06,0.96,0.15,0.0,0.01,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.16,0.09,0.0,0.0
unflobtactical.csv,0.32,0.17,0.43,0.67,0.52,0.36,0.99,0.3,0.18,0.05,0.42,0.11,0.32,0.68,0.25,0.36
