,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.7,0.54,0.75,1.0,0.46,0.51,0.69,0.55,0.65,0.7,0.51,0.75,0.64,0.73,0.49,0.5
autat.csv,0.32,0.05,0.34,0.2,0.0,0.12,0.24,1.0,0.36,0.0,0.32,0.07,0.13,0.37,0.12,0.54
biopax.csv,0.71,0.66,0.62,0.67,0.42,0.64,0.29,0.45,0.24,0.41,0.62,0.27,0.98,0.47,0.61,0.5
exl.csv,0.59,0.65,0.42,0.58,0.64,0.58,0.7,0.53,0.87,0.53,0.6,0.66,0.44,1.0,0.64,0.58
fceugc.csv,0.53,0.53,0.38,0.28,0.43,1.0,0.41,0.41,0.23,0.52,0.36,0.19,0.63,0.49,0.49,0.1
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.54,0.55,0.6,0.67,0.98,0.57,0.38,0.43,0.88,0.64,0.7,0.64,0.69,0.71,0.58,0.54
jasperreports.csv,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.01,0.0,0.0,0.0
jmule.csv,0.62,0.05,0.65,0.55,0.79,0.12,0.26,0.48,0.92,0.29,0.15,0.19,0.4,0.09,0.35,0.93
moast.csv,0.5,0.0,0.42,0.0,0.0,0.37,0.0,0.66,0.77,0.65,0.37,1.0,0.61,0.0,0.27,0.59
ng4j.csv,0.52,0.48,0.59,0.41,0.52,0.28,0.17,0.29,0.79,0.0,0.29,0.02,0.36,0.59,1.0,0.69
olap-navigator.csv,0.98,0.5,0.8,0.73,0.6,0.56,0.71,0.34,0.85,0.85,0.65,0.61,0.71,0.81,0.72,0.61
passwordsafe.csv,0.63,0.75,0.72,0.36,0.63,0.53,0.59,0.63,0.6,0.77,0.96,0.01,0.47,0.68,0.48,0.29
phonon-vlc-mplayer.csv,0.69,0.57,1.0,0.27,0.52,0.47,0.57,0.42,0.47,0.3,0.43,0.35,0.64,0.61,0.55,0.32
sepgsql.csv,0.04,0.94,0.11,0.0,0.01,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.06,0.0,0.0
unflobtactical.csv,0.24,0.3,0.56,0.62,0.41,0.45,0.98,0.35,0.66,0.29,0.48,0.07,0.24,0.54,0.34,0.29
