,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.83,0.64,0.6,0.96,0.89,0.83,0.93,0.56
atlc.csv,0.53,0.37,0.41,0.35,0.4,0.46,0.48,0.33,0.43,0.42
ipfilter.csv,0.47,0.44,0.3,0.36,0.48,0.45,0.52,0.43,0.45,0.53
jmol.csv,0.46,0.51,0.34,0.37,0.66,0.48,0.46,0.5,0.46,0.45
pfaedit.csv,0.43,0.56,0.36,0.45,0.43,0.53,0.57,0.65,0.48,0.6
rockbox.csv,0.83,0.62,0.58,0.5,0.94,0.56,0.86,0.52,0.47,0.44
snakeyaml.csv,0.62,0.42,0.48,0.64,0.96,0.72,0.44,0.45,0.56,0.51
theresa.csv,0.0,0.67,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
trinitycore.csv,0.67,0.73,0.5,0.61,0.8,0.8,0.79,0.67,0.8,0.9
wxcode.csv,0.0,0.0,0.86,0.83,0.75,0.93,0.86,0.75,0.94,0.5
