,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.17,0.54,0.27,0.91,0.38,0.23,0.24,0.46
atlc.csv,0.99,0.14,0.63,0.8,0.37,0.33,0.08,0.66,0.37,0.58
ipfilter.csv,0.69,0.09,0.74,0.8,0.23,0.34,0.14,1.0,0.38,0.49
jmol.csv,0.63,0.04,0.73,0.99,0.14,0.31,0.19,0.73,0.38,0.51
pfaedit.csv,0.74,0.14,0.97,0.61,0.44,0.36,0.2,0.45,0.31,0.41
rockbox.csv,0.26,0.25,0.55,0.54,0.17,0.2,0.29,0.54,0.49,0.97
snakeyaml.csv,0.52,0.09,0.51,0.54,0.98,0.19,0.2,0.66,0.35,0.52
theresa.csv,0.0,1.0,0.0,0.0,0.19,0.0,0.0,0.0,0.04,0.0
trinitycore.csv,0.09,0.33,0.55,0.6,0.11,0.24,0.15,0.58,0.93,0.28
wxcode.csv,0.0,0.0,0.2,0.11,0.19,0.22,1.0,0.16,0.17,0.1
