,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.83,0.82,0.17,0.96,0.33,1.0,0.37,0.5
atlc.csv,1.0,0.07,0.65,0.82,0.23,0.21,0.05,0.67,0.27,0.45
ipfilter.csv,0.58,0.05,0.61,0.81,0.15,0.21,0.08,1.0,0.25,0.38
jmol.csv,0.56,0.02,0.64,1.0,0.08,0.19,0.1,0.76,0.24,0.38
pfaedit.csv,0.6,0.08,0.98,0.9,0.31,0.27,0.13,0.75,0.24,0.6
rockbox.csv,1.0,0.15,0.85,0.83,0.16,0.16,0.21,0.86,0.38,1.0
snakeyaml.csv,0.52,0.05,0.54,0.85,1.0,0.13,0.11,0.63,0.24,0.37
theresa.csv,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0
trinitycore.csv,0.67,0.2,0.77,0.79,0.07,0.2,0.11,0.73,0.98,0.4
wxcode.csv,0.0,0.0,0.86,1.0,0.75,0.33,1.0,1.0,0.35,0.5
