,f1,g,recall,precision,pf,wins
alpine.csv,0.51,0.46,0.75,0.41,0.5,6
badtrinity-zero.csv,0.26,0.49,0.67,0.36,0.33,2
bibletime.csv,0.5,0.62,0.67,0.59,0.41,11
critterding.csv,0.62,0.46,0.83,0.48,0.83,4
elateportal.csv,0.59,0.59,0.83,0.46,0.66,8
fmri-dmt.csv,0.48,0.46,0.65,0.4,0.69,1
ftm.csv,0.33,0.38,0.33,0.6,0.14,3
gusanos.csv,0.5,0.5,0.61,0.4,0.29,7
monetdb.csv,0.46,0.42,0.38,0.52,0.2,5
quarkplayer.csv,0.2,0.22,0.19,0.35,0.24,0
reactos-mirror.csv,0.58,0.64,0.73,0.57,0.45,12
sandiaportals.csv,0.54,0.59,0.67,0.47,0.46,9
xbplayer.csv,0.51,0.5,0.47,0.58,0.25,10
