,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.42,0.22,0.36,0.17,0.17,0.49
nsis.csv,0.35,0.81,0.01,0.1,0.68,0.46
papertoolkit.csv,0.44,0.39,0.12,0.35,0.66,0.38
plearn.csv,0.56,0.41,0.0,0.12,0.67,0.55
qdvdauthor.csv,0.44,0.83,0.06,0.2,0.78,0.49
tango-cs.csv,0.36,0.4,0.09,0.05,0.72,0.52
