,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,0.46,0.86,0.37,0.27,0.43,0.6,0.46,0.93,0.47,0.27
libtorrent.csv,0.92,0.64,0.96,0.87,0.97,0.76,0.85,0.68,0.93,0.92
mcmc-jags.csv,0.51,0.68,0.85,0.87,0.85,0.74,0.96,0.61,0.67,0.89
nebuladevice.csv,0.74,0.14,0.0,0.67,0.0,0.41,0.48,0.0,0.73,0.8
olap-navigator.csv,0.82,0.36,0.89,0.47,0.58,0.35,0.54,0.46,0.47,0.87
pidgin.csv,0.61,0.77,0.52,0.6,0.73,0.44,0.65,0.96,0.27,0.92
salasaga.csv,0.57,0.77,0.74,0.67,0.78,0.56,0.78,0.75,0.47,0.93
sepgsql.csv,0.62,0.59,0.81,0.33,0.72,0.39,0.61,0.57,0.13,0.81
xstore.csv,0.56,0.27,1.0,0.47,0.91,0.33,0.7,0.61,0.4,0.94
xtreemfs.csv,0.75,0.5,1.0,0.73,0.91,0.56,0.87,0.71,0.07,0.87
