,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.45,0.98,0.06,0.17,0.36,0.64,0.38
libtorrent.csv,0.7,0.57,0.1,0.55,0.78,0.99,0.66
mcmc-jags.csv,0.6,0.48,0.12,0.97,0.67,0.64,0.7
olap-navigator.csv,1.0,0.46,0.08,0.69,0.73,0.68,0.67
pidgin.csv,0.49,0.59,0.12,0.36,0.99,0.7,0.63
sepgsql.csv,0.39,0.0,0.98,0.24,0.07,0.06,0.0
xstore.csv,0.65,0.3,0.15,0.36,0.53,0.77,0.99
