,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.37,0.96,0.22,0.16,0.27,0.5,0.36
libtorrent.csv,0.5,0.41,0.61,0.63,0.55,0.99,0.52
mcmc-jags.csv,0.52,0.5,0.68,1.0,0.58,0.53,0.69
olap-navigator.csv,1.0,0.51,0.52,0.8,0.66,0.58,0.6
pidgin.csv,0.4,0.66,0.68,0.37,0.99,0.58,0.62
sepgsql.csv,0.3,0.0,0.97,0.16,0.05,0.04,0.0
xstore.csv,0.57,0.27,0.42,0.44,0.44,0.66,0.98
