,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,194.0,389.0,489.5,93.5,94.5
dynalloy.csv,485.5,584.0,1080.5,94.5,291.5
findbugs.csv,485.5,389.0,1677.0,94.5,291.5
runuomondains.csv,388.0,487.5,855.0,495.5,193.0
xbplayer.csv,96.5,286.5,963.5,192.0,194.0
