,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.49,0.25,0.54,0.58,0.64,0.41,0.95,0.68,0.57,0.38,0.77,0.4
gamestone.csv,0.12,1.0,0.16,0.06,0.21,0.04,0.11,0.32,0.05,0.12,0.15,0.15
gbif-providertoolkit.csv,0.19,0.0,0.21,0.1,0.86,0.22,0.13,0.44,0.51,0.09,0.31,0.08
heekscad.csv,1.0,0.62,0.62,0.74,0.57,0.35,0.39,0.52,0.55,0.55,0.38,0.65
igarden.csv,0.66,0.62,0.5,1.0,0.57,0.82,0.47,0.36,0.36,0.31,0.77,0.54
levent.csv,0.48,0.38,0.52,0.42,0.5,0.98,0.71,0.32,0.4,0.23,0.23,0.38
lportal.csv,0.12,0.75,0.41,0.26,0.07,0.35,0.53,0.44,0.89,0.49,0.38,0.58
openmsx.csv,0.58,0.38,0.45,0.65,0.5,0.57,0.42,0.8,0.94,0.92,0.85,0.35
owlapi.csv,0.09,0.0,0.07,0.03,0.14,0.02,0.03,0.92,0.13,0.02,0.15,0.04
pnotepad.csv,0.97,0.88,1.0,1.0,0.79,0.96,0.89,0.76,0.93,0.75,0.85,0.98
quark.csv,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.03,0.0,1.0,0.0
xcsoar.csv,0.71,0.5,0.96,0.45,0.71,0.39,0.58,0.72,0.74,0.48,1.0,0.44
