,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.76,0.61,0.62,0.76,0.62,0.05,0.53,0.58,0.75,0.88,0.64
gamestone.csv,0.88,0.0,0.84,0.94,0.79,0.96,0.89,0.68,0.96,0.88,0.91,0.85
gbif-providertoolkit.csv,0.81,1.0,0.79,0.9,0.14,0.79,0.87,0.57,0.52,0.91,0.74,0.92
heekscad.csv,0.02,0.51,0.48,0.61,0.59,0.69,0.63,0.54,0.58,0.65,0.74,0.41
igarden.csv,0.42,0.55,0.53,0.0,0.62,0.76,0.66,0.67,0.69,0.8,0.91,0.5
levent.csv,0.61,0.65,0.57,0.64,0.58,0.02,0.61,0.73,0.63,0.8,0.81,0.69
lportal.csv,0.91,0.72,0.65,0.85,0.97,0.81,0.86,0.71,0.11,0.77,0.76,0.99
openmsx.csv,0.51,0.81,0.64,0.59,0.69,0.64,0.79,0.87,0.82,0.08,0.8,0.76
owlapi.csv,0.91,1.0,0.93,0.97,0.86,0.98,0.98,0.08,0.87,0.98,0.85,0.96
pnotepad.csv,0.79,0.72,0.89,1.0,0.76,0.74,0.75,0.81,0.77,0.85,0.82,0.02
quark.csv,0.97,1.0,0.96,1.0,1.0,1.0,1.0,0.96,0.97,1.0,0.0,1.0
xcsoar.csv,0.41,0.61,0.05,0.62,0.56,0.65,0.6,0.41,0.49,0.7,0.88,0.57
