,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.59,0.27,0.53,0.44,0.26,0.55,0.96,0.35,0.11,0.38,0.3,0.55
gamestone.csv,0.21,1.0,0.26,0.11,0.24,0.08,0.19,0.4,0.03,0.19,0.12,0.25
gbif-providertoolkit.csv,0.32,0.0,0.35,0.16,0.92,0.35,0.2,0.44,0.18,0.16,0.27,0.15
heekscad.csv,0.99,0.32,0.62,0.49,0.33,0.48,0.45,0.38,0.11,0.49,0.26,0.77
igarden.csv,0.73,0.29,0.58,1.0,0.31,0.75,0.42,0.3,0.09,0.33,0.29,0.68
levent.csv,0.57,0.29,0.55,0.41,0.34,0.99,0.51,0.23,0.13,0.3,0.2,0.52
lportal.csv,0.19,0.24,0.46,0.23,0.06,0.44,0.36,0.23,0.94,0.42,0.24,0.66
openmsx.csv,0.66,0.16,0.48,0.47,0.26,0.64,0.34,0.26,0.09,0.96,0.34,0.49
owlapi.csv,0.17,0.0,0.13,0.06,0.22,0.04,0.05,0.96,0.09,0.03,0.2,0.08
pnotepad.csv,0.79,0.27,0.64,0.46,0.3,0.83,0.54,0.26,0.09,0.52,0.33,0.99
quark.csv,0.05,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.04,0.0,1.0,0.0
xcsoar.csv,0.75,0.27,0.96,0.42,0.36,0.52,0.48,0.43,0.13,0.44,0.36,0.6
