,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,1.0,2.0,7.0,4.0,3.0,2.0,0.0,6.0,34.0,13.0,20.0,0.0
gamestone.csv,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,153.0,0.0,12.0,0.0
gbif-providertoolkit.csv,0.0,59.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,1.0,3.0,0.0
heekscad.csv,0.0,12.0,0.0,3.0,15.0,0.0,2.0,8.0,139.0,0.0,9.0,0.0
igarden.csv,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,29.0,0.0,17.0,0.0
levent.csv,3.0,8.0,1.0,0.0,3.0,0.0,0.0,8.0,73.0,1.0,8.0,1.0
lportal.csv,2.0,29.0,0.0,3.0,13.0,0.0,1.0,19.0,0.0,1.0,10.0,0.0
openmsx.csv,3.0,3.0,3.0,6.0,3.0,2.0,3.0,47.0,171.0,0.0,17.0,3.0
owlapi.csv,0.0,59.0,0.0,1.0,1.0,0.0,3.0,0.0,9.0,0.0,2.0,0.0
pnotepad.csv,5.0,21.0,0.0,4.0,22.0,0.0,1.0,24.0,28.0,5.0,16.0,0.0
quark.csv,0.0,59.0,0.0,102.0,80.0,71.0,111.0,2.0,24.0,158.0,0.0,57.0
xcsoar.csv,0.0,11.0,0.0,0.0,11.0,0.0,2.0,2.0,120.0,0.0,13.0,0.0
