,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.34,0.88,0.7,0.7,0.67,0.69,0.44,0.77,0.95,0.73,0.57,0.62,1.0,0.79,0.05,0.84,0.69
chaosrts.csv,0.4,0.52,0.68,0.98,0.98,0.68,0.98,0.97,1.0,0.96,0.97,0.9,0.96,0.01,0.79,0.87,0.79
cortex-vfx.csv,0.78,0.64,0.58,0.64,0.63,0.47,0.47,1.0,1.0,0.79,0.63,0.88,0.05,0.84,0.85,0.93,0.8
fm-classic.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
fritzing.csv,0.49,0.54,0.01,0.55,0.71,0.63,0.57,0.5,0.9,0.42,0.66,0.79,0.68,0.66,0.34,0.74,0.5
jlinalg.csv,0.0,0.81,0.91,0.99,0.99,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,1.0,0.95,1.0,1.0
loki-lib.csv,0.51,0.62,0.54,0.61,0.66,0.46,0.78,0.9,0.79,0.75,0.65,0.0,0.73,0.35,0.84,0.43,0.7
metacosm.csv,0.56,0.84,0.73,0.6,0.69,0.47,0.74,0.81,0.45,0.6,0.74,0.75,0.71,0.68,0.75,0.07,0.67
multitude.csv,0.54,0.48,0.48,0.54,0.58,0.51,0.41,0.52,0.74,0.67,0.05,0.64,0.6,0.58,0.69,0.43,0.56
ng4j.csv,0.72,0.76,0.54,0.81,0.65,0.49,0.43,1.02,0.9,0.55,0.74,0.85,0.63,0.65,0.7,0.51,0.05
phonon-vlc-mplayer.csv,0.78,0.87,0.71,0.57,0.54,0.42,0.01,0.54,0.9,0.48,0.8,0.87,0.65,0.67,0.62,0.71,0.58
playerstage.csv,0.69,0.54,0.55,0.07,0.53,0.83,0.4,1.0,0.93,0.66,0.73,0.63,0.71,0.86,0.64,0.67,0.81
qgis.csv,0.85,0.77,0.59,0.55,0.01,0.52,0.44,0.6,0.83,0.6,0.66,0.55,0.72,0.85,0.58,0.58,0.63
rsyslog.csv,0.33,0.48,0.56,0.54,0.6,0.06,0.36,0.66,0.78,0.64,0.66,0.62,0.7,0.64,0.48,0.61,0.48
rtrt-on-gpu.csv,0.94,0.76,0.84,0.87,0.72,0.96,0.94,1.0,0.0,0.86,0.74,0.95,0.82,0.97,0.82,0.77,0.97
superwaba.csv,0.58,0.03,0.59,0.49,0.51,0.59,0.6,0.65,0.83,0.47,0.57,0.68,0.58,0.64,0.63,0.56,0.8
unflobtactical.csv,1.02,0.83,0.69,0.55,0.65,0.73,0.74,0.73,0.68,0.06,0.65,0.76,0.68,0.8,0.85,0.8,0.67
