,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.29,0.88,0.7,0.7,0.64,0.67,0.41,0.69,0.65,0.69,0.51,0.39,1.0,0.79,0.05,0.84,0.66
chaosrts.csv,0.21,0.48,0.64,0.98,0.98,0.67,0.98,0.97,1.0,0.96,0.97,0.89,0.96,0.0,0.65,0.87,0.75
cortex-vfx.csv,0.0,0.16,0.38,0.2,0.24,0.21,0.18,0.04,0.08,0.15,0.14,0.2,0.0,0.16,0.05,0.03,0.08
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.29,0.2,0.0,0.25,0.2,0.58,0.13,0.37,0.02,0.19,0.14,0.04,0.54,0.42,0.05,0.23,0.31
jlinalg.csv,0.0,0.79,0.9,0.99,0.99,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,1.0,0.95,1.0,1.0
loki-lib.csv,0.21,0.6,0.34,0.53,0.34,0.46,0.38,0.9,0.52,0.58,0.41,0.0,0.71,0.26,0.45,0.42,0.54
metacosm.csv,0.14,0.05,0.18,0.35,0.24,0.21,0.37,0.74,0.21,0.35,0.15,0.28,0.37,0.11,0.45,0.0,0.29
multitude.csv,0.14,0.18,0.31,0.35,0.38,0.46,0.29,0.4,0.44,0.62,0.0,0.17,0.54,0.32,0.2,0.23,0.25
ng4j.csv,0.07,0.3,0.17,0.05,0.12,0.17,0.09,0.18,0.04,0.12,0.08,0.2,0.55,0.32,0.35,0.26,0.02
phonon-vlc-mplayer.csv,0.64,0.83,0.68,0.27,0.41,0.17,0.0,0.43,0.04,0.27,0.14,0.57,0.37,0.21,0.5,0.58,0.53
playerstage.csv,0.14,0.32,0.34,0.0,0.28,0.67,0.2,0.09,0.23,0.5,0.34,0.3,0.42,0.11,0.15,0.42,0.14
qgis.csv,0.79,0.72,0.53,0.45,0.0,0.12,0.26,0.5,0.21,0.38,0.2,0.26,0.72,0.84,0.15,0.42,0.19
rsyslog.csv,0.07,0.38,0.48,0.48,0.48,0.04,0.27,0.66,0.33,0.54,0.46,0.35,0.56,0.58,0.3,0.58,0.37
rtrt-on-gpu.csv,0.0,0.41,0.31,0.53,0.3,0.0,0.37,0.01,0.0,0.38,0.25,0.39,0.16,0.21,0.4,0.19,0.46
superwaba.csv,0.21,0.02,0.52,0.24,0.28,0.42,0.45,0.65,0.21,0.35,0.29,0.28,0.45,0.63,0.4,0.42,0.53
unflobtactical.csv,0.86,0.45,0.4,0.14,0.26,0.04,0.22,0.31,0.31,0.0,0.25,0.52,0.17,0.53,0.35,0.19,0.39
