,recall,precision,pf,wins
elmo.csv,0.08499999999999999,0.31,0.09,11
etherboot.csv,0.0,0.0,0.005,4
gebr.csv,0.94,0.34,0.8200000000000001,2
gpac.csv,0.91,0.31,0.855,0
gstreamer.csv,0.8,0.37,0.595,6
kml.csv,0.885,0.38,0.715,3
ktc.csv,0.57,0.575,0.27,18
mbse.csv,0.5549999999999999,0.44999999999999996,0.425,8
miranda.csv,0.2,0.43999999999999995,0.16,14
neoengine.csv,0.71,0.43,0.46499999999999997,10
nicepress.csv,0.73,0.42500000000000004,0.61,5
omseek.csv,0.14500000000000002,0.55,0.04,19
pcsx2.csv,0.905,0.33999999999999997,0.81,1
plplot.csv,0.61,0.5,0.3,17
rosegarden.csv,0.66,0.49,0.46499999999999997,12
smarttag.csv,0.65,0.455,0.49,7
vapor.csv,0.36,0.51,0.195,16
wxjs.csv,0.015,0.245,0.02,9
zorannt.csv,0.5,0.505,0.35,13
zscreen.csv,0.67,0.435,0.33,15
