,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.14,0.21,0.04,0.21,0.23,0.3,0.19,0.09,0.14,0.07,0.0,0.06,0.18,0.14,0.24,0.05,0.15,0.0,0.06,0.09
etherboot.csv,0.0,0.14,0.0,0.27,0.0,0.64,0.0,0.55,0.39,0.0,0.42,0.0,0.66,0.23,0.0,0.65,0.0,0.0,0.0,0.0
gebr.csv,0.59,0.15,0.57,0.31,0.42,0.78,0.49,0.5,0.4,0.72,0.42,0.41,0.76,0.43,0.21,0.67,0.78,0.16,0.74,0.79
gpac.csv,0.05,0.13,0.55,0.3,0.39,0.75,0.28,0.55,0.41,0.71,0.42,0.39,0.81,0.43,0.26,0.61,0.76,0.06,0.73,0.57
gstreamer.csv,0.59,0.18,0.58,0.3,0.46,0.75,0.49,0.48,0.42,0.67,0.42,0.43,0.69,0.31,0.21,0.67,0.73,0.18,0.73,0.75
kml.csv,0.64,0.11,0.57,0.3,0.46,0.73,0.51,0.56,0.42,0.7,0.42,0.51,0.73,0.45,0.24,0.77,0.78,0.17,0.74,0.79
ktc.csv,0.7,0.17,0.63,0.34,0.53,0.19,0.58,0.47,0.4,0.58,0.41,0.53,0.6,0.55,0.28,0.57,0.67,0.11,0.63,0.73
mbse.csv,0.56,0.15,0.51,0.41,0.36,0.51,0.47,0.4,0.31,0.55,0.32,0.5,0.63,0.36,0.22,0.47,0.66,0.16,0.5,0.74
miranda.csv,0.52,0.0,0.56,0.15,0.0,0.22,0.2,0.4,0.42,0.23,0.0,0.38,0.0,0.55,0.25,0.1,0.09,0.09,0.73,0.79
neoengine.csv,0.49,0.13,0.63,0.34,0.44,0.63,0.34,0.52,0.31,0.72,0.47,0.4,0.61,0.51,0.26,0.67,0.78,0.05,0.73,0.79
nicepress.csv,0.58,0.19,0.56,0.35,0.37,0.56,0.54,0.68,0.4,0.68,0.28,0.39,0.74,0.38,0.24,0.62,0.73,0.09,0.73,0.78
omseek.csv,0.45,0.0,0.16,0.21,0.32,0.0,0.3,0.1,0.24,0.07,0.28,0.11,0.28,0.16,0.39,0.11,0.39,0.3,0.18,0.44
pcsx2.csv,0.59,0.16,0.56,0.21,0.45,0.76,0.47,0.52,0.42,0.52,0.27,0.4,0.84,0.37,0.19,0.73,0.76,0.16,0.63,0.8
plplot.csv,0.56,0.15,0.58,0.33,0.47,0.63,0.55,0.56,0.34,0.71,0.41,0.4,0.69,0.56,0.31,0.62,0.78,0.09,0.73,0.77
rosegarden.csv,0.69,0.15,0.55,0.29,0.37,0.37,0.64,0.56,0.46,0.63,0.27,0.43,0.6,0.53,0.25,0.63,0.74,0.11,0.74,0.8
smarttag.csv,0.65,0.15,0.55,0.24,0.41,0.69,0.49,0.6,0.29,0.61,0.44,0.4,0.66,0.6,0.21,0.62,0.67,0.19,0.69,0.73
vapor.csv,0.63,0.0,0.39,0.34,0.54,0.16,0.53,0.22,0.33,0.67,0.39,0.41,0.0,0.33,0.38,0.05,0.44,0.0,0.73,0.74
wxjs.csv,0.02,0.0,0.05,0.0,0.0,0.23,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.09,0.05,0.1,0.03,0.44,0.03,0.01
zorannt.csv,0.43,0.17,0.32,0.47,0.33,0.57,0.2,0.29,0.07,0.52,0.39,0.38,0.25,0.34,0.23,0.7,0.74,0.2,0.72,0.73
zscreen.csv,0.65,0.09,0.61,0.36,0.49,0.76,0.53,0.54,0.44,0.65,0.48,0.51,0.69,0.46,0.29,0.59,0.7,0.13,0.55,0.79
