,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.47,0.71,0.48,0.88,0.98,0.77
minig.csv,0.26,0.24,0.93,0.25,0.6,0.91
ossbuild.csv,0.16,0.56,0.48,0.81,0.72,0.68
rezilla.csv,0.95,0.93,0.98,0.59,0.72,0.77
rocrail.csv,0.05,0.47,0.13,0.03,0.27,0.82
webdriver.csv,0.05,0.93,0.41,0.22,0.44,0.59
