,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.51,0.53,0.5,0.56,0.98,0.72
minig.csv,0.3,0.27,0.94,0.28,0.57,0.75
ossbuild.csv,0.19,0.6,0.5,0.84,0.65,0.63
rezilla.csv,0.96,0.17,0.55,0.26,0.47,0.47
rocrail.csv,0.06,0.52,0.16,0.04,0.31,0.85
webdriver.csv,0.06,0.94,0.45,0.26,0.48,0.63
