,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.04,0.83,0.01,0.05,0.0,0.13,0.13,0.0,0.17,0.05,0.09,0.07,0.24,0.06,0.07,0.1,0.05,0.0,0.06,0.02
etherboot.csv,0.43,0.35,0.22,0.05,0.52,0.49,0.49,0.47,0.96,0.24,0.17,0.15,0.43,0.43,0.46,0.45,0.26,0.54,0.5,0.37
gebr.csv,0.71,0.52,0.76,0.59,0.53,0.66,0.62,0.24,0.6,0.59,0.49,0.24,0.91,0.61,0.63,0.69,0.59,0.27,0.58,0.61
gpac.csv,0.56,0.58,0.56,0.46,0.44,0.63,0.45,0.61,0.4,0.97,0.51,0.51,0.51,0.33,0.65,0.67,0.56,0.0,0.46,0.52
gstreamer.csv,0.68,0.6,0.6,0.76,0.64,0.38,0.64,0.61,0.36,0.56,0.39,0.68,0.48,0.58,0.68,0.68,0.59,0.14,0.98,0.62
kml.csv,0.65,0.23,0.66,0.57,0.56,0.5,0.6,0.5,0.5,0.54,0.65,0.55,0.51,0.28,0.58,0.95,0.6,0.41,0.68,0.53
ktc.csv,0.97,0.42,0.5,0.56,0.32,0.26,0.54,0.41,0.31,0.36,0.25,0.5,0.32,0.52,0.4,0.23,0.48,0.71,0.39,0.52
mbse.csv,0.57,0.52,0.49,0.46,0.48,0.28,0.61,0.39,0.61,0.52,0.09,0.96,0.2,0.5,0.57,0.38,0.47,0.73,0.44,0.55
miranda.csv,0.7,0.45,0.56,0.63,0.68,0.43,0.51,0.55,0.64,0.52,0.47,0.62,0.47,0.7,0.61,0.48,0.6,0.49,0.55,0.99
neoengine.csv,0.63,0.23,0.97,0.48,0.57,0.54,0.62,0.47,0.26,0.55,0.39,0.55,0.5,0.5,0.63,0.49,0.62,0.14,0.57,0.64
nicepress.csv,0.49,0.0,0.47,0.34,0.59,0.13,0.49,0.95,0.06,0.49,0.0,0.58,0.38,0.17,0.43,0.57,0.37,0.14,0.43,0.43
omseek.csv,0.07,0.0,0.06,0.16,0.1,0.05,0.02,0.32,0.0,0.13,0.54,0.27,0.0,0.06,0.93,0.1,0.1,0.0,0.05,0.06
pcsx2.csv,0.48,0.46,0.41,0.16,0.51,0.54,0.56,0.43,0.17,0.5,0.25,0.21,0.58,0.34,0.58,0.68,0.98,0.0,0.57,0.67
plplot.csv,0.56,0.0,0.59,0.72,0.54,0.49,0.54,0.69,0.44,0.0,0.42,0.0,0.42,0.88,0.61,0.0,0.47,0.58,0.68,0.6
rosegarden.csv,0.62,0.44,0.49,0.48,0.56,0.41,0.93,0.35,0.27,0.42,0.4,0.5,0.33,0.62,0.59,0.37,0.54,0.29,0.39,0.6
smarttag.csv,0.61,0.0,0.54,0.55,0.48,0.42,0.49,0.53,0.27,0.27,0.88,0.27,0.18,0.38,0.4,0.17,0.41,0.14,0.15,0.37
vapor.csv,0.28,0.0,0.17,0.05,0.93,0.05,0.2,0.23,0.0,0.25,0.65,0.21,0.16,0.0,0.25,0.17,0.05,0.15,0.27,0.21
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.27,0.49,0.19,0.89,0.27,0.44,0.3,0.35,0.21,0.57,0.59,0.09,0.21,0.17,0.25,0.44,0.38,0.29,0.49,0.16
zscreen.csv,0.65,0.43,0.63,0.67,0.64,0.97,0.68,0.66,0.6,0.57,0.51,0.09,0.61,0.59,0.63,0.68,0.65,0.0,0.61,0.63
