,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.97,0.2,0.99,0.96,1.0,0.89,0.91,1.01,0.87,0.96,0.93,0.95,0.85,0.96,0.94,0.92,0.97,1.0,0.95,0.98
etherboot.csv,0.82,0.97,0.83,0.96,0.75,0.75,0.67,0.82,0.05,0.82,0.86,0.88,0.88,0.81,0.84,0.71,0.83,0.54,0.6,0.75
gebr.csv,0.61,0.78,0.46,0.72,0.8,0.65,0.7,0.94,0.64,0.76,0.83,0.94,0.11,0.76,0.73,0.63,0.75,0.93,0.76,0.74
gpac.csv,0.62,0.74,0.58,0.69,0.78,0.58,0.7,0.64,0.72,0.04,0.77,0.71,0.81,0.77,0.57,0.59,0.66,1.08,0.66,0.63
gstreamer.csv,0.48,0.56,0.5,0.45,0.5,0.69,0.5,0.49,0.73,0.6,0.74,0.58,0.58,0.57,0.49,0.47,0.5,0.98,0.02,0.67
kml.csv,0.69,0.95,0.61,0.6,0.64,0.59,0.63,0.79,0.7,0.6,0.68,0.78,0.58,0.83,0.65,0.06,0.58,0.72,0.51,0.65
ktc.csv,0.04,0.78,0.57,0.5,0.78,0.79,0.52,0.66,0.78,0.73,0.81,0.57,0.73,0.58,0.69,0.81,0.61,0.48,0.68,0.59
mbse.csv,0.69,0.77,0.81,0.69,0.8,1.07,0.62,0.77,0.61,0.72,0.96,0.05,0.98,0.82,0.71,0.95,0.8,0.57,0.8,0.65
miranda.csv,0.54,0.63,0.79,0.57,0.53,0.65,0.57,0.65,0.62,0.69,0.79,0.65,0.6,0.44,0.65,0.72,0.55,0.73,0.56,0.01
neoengine.csv,0.54,0.96,0.04,0.59,0.65,0.71,0.5,0.66,0.85,0.62,0.79,0.72,0.79,0.64,0.55,0.83,0.5,0.9,0.75,0.57
nicepress.csv,0.57,1.0,0.6,0.72,0.51,0.89,0.59,0.06,0.96,0.61,1.01,0.74,0.67,0.87,0.64,0.49,0.69,0.91,0.7,0.67
omseek.csv,0.94,1.0,0.95,0.87,0.92,0.96,0.98,0.74,1.0,0.89,0.76,0.77,1.0,0.95,0.09,0.92,0.92,1.0,0.96,0.95
pcsx2.csv,0.6,0.86,0.65,0.87,0.6,0.53,0.54,0.64,0.87,0.83,0.83,0.95,0.48,0.72,0.51,0.47,0.03,1.0,0.65,0.6
plplot.csv,0.73,1.0,0.56,0.51,0.78,0.84,0.79,0.43,0.71,1.0,0.89,1.0,0.89,0.14,0.71,1.0,0.84,0.73,0.56,0.6
rosegarden.csv,0.44,0.64,0.64,0.58,0.62,0.78,0.08,0.72,0.79,0.7,0.71,0.57,0.74,0.62,0.6,0.76,0.58,0.82,0.69,0.53
smarttag.csv,0.46,1.0,0.52,0.57,0.63,0.64,0.57,0.56,0.78,0.77,0.14,0.78,0.85,0.67,0.7,0.86,0.65,0.9,0.89,0.68
vapor.csv,0.76,1.0,0.86,0.97,0.08,0.96,0.83,0.81,1.0,0.8,0.65,0.83,0.87,1.0,0.79,0.86,0.96,0.88,0.77,0.83
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zorannt.csv,0.77,0.84,0.84,0.13,0.83,0.85,0.76,0.75,0.84,0.76,0.76,0.98,0.91,0.89,0.8,0.88,0.76,0.76,0.78,0.88
zscreen.csv,0.56,0.7,0.56,0.52,0.58,0.04,0.57,0.49,0.62,0.62,0.82,0.98,0.45,0.52,0.6,0.47,0.52,1.06,0.57,0.66
