,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,5.0,0.0,0.0,1.0,95.0,0.0,21.0,104.0,0.0,0.0,1.0,1.0,3.0,6.0,12.0,1.0,4.0,97.0,0.0,1.0
etherboot.csv,5.0,8.0,4.0,5.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,4.0,0.0,7.0,76.0,2.0,5.0,10.0,1.0,4.0
gebr.csv,8.0,22.0,2.0,28.0,3.0,0.0,14.0,15.0,1.0,0.0,2.0,5.0,0.0,5.0,59.0,1.0,0.0,37.0,2.0,1.0
gpac.csv,10.0,7.0,4.0,6.0,2.0,0.0,2.0,7.0,4.0,0.0,3.0,0.0,0.0,5.0,50.0,3.0,0.0,97.0,2.0,2.0
gstreamer.csv,1.0,6.0,1.0,3.0,6.0,0.0,1.0,2.0,1.0,0.0,3.0,16.0,3.0,2.0,12.0,5.0,0.0,25.0,0.0,1.0
kml.csv,6.0,27.0,1.0,4.0,4.0,3.0,24.0,21.0,8.0,4.0,6.0,0.0,0.0,11.0,56.0,0.0,1.0,20.0,2.0,4.0
ktc.csv,0.0,3.0,0.0,1.0,5.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,2.0,3.0,20.0,0.0,0.0,11.0,0.0,1.0
mbse.csv,6.0,8.0,1.0,27.0,5.0,0.0,6.0,25.0,9.0,0.0,2.0,0.0,0.0,7.0,67.0,3.0,6.0,26.0,1.0,2.0
miranda.csv,0.0,2.0,1.0,17.0,1.0,0.0,4.0,7.0,1.0,0.0,3.0,0.0,1.0,4.0,42.0,0.0,3.0,16.0,0.0,0.0
neoengine.csv,1.0,8.0,0.0,9.0,1.0,0.0,19.0,3.0,7.0,2.0,4.0,0.0,0.0,7.0,33.0,3.0,0.0,11.0,1.0,1.0
nicepress.csv,4.0,71.0,0.0,16.0,5.0,0.0,1.0,0.0,4.0,2.0,52.0,0.0,0.0,7.0,2.0,1.0,0.0,14.0,3.0,1.0
omseek.csv,3.0,71.0,0.0,2.0,0.0,1.0,5.0,2.0,82.0,0.0,4.0,1.0,135.0,0.0,0.0,1.0,0.0,97.0,0.0,1.0
pcsx2.csv,8.0,6.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,8.0,3.0,0.0,97.0,4.0,1.0
plplot.csv,17.0,8.0,2.0,2.0,5.0,0.0,13.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,69.0,3.0,0.0,41.0,0.0,0.0
rosegarden.csv,0.0,9.0,5.0,4.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,2.0,8.0,66.0,1.0,0.0,15.0,5.0,0.0
smarttag.csv,2.0,71.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,1.0
vapor.csv,5.0,71.0,3.0,16.0,0.0,1.0,12.0,0.0,82.0,3.0,2.0,8.0,0.0,77.0,5.0,1.0,3.0,0.0,2.0,1.0
wxjs.csv,284.0,71.0,297.0,158.0,95.0,72.0,360.0,104.0,82.0,102.0,52.0,262.0,135.0,77.0,300.0,74.0,271.0,0.0,342.0,337.0
zorannt.csv,6.0,8.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,2.0,4.0,7.0,2.0,1.0
zscreen.csv,7.0,15.0,5.0,9.0,10.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,33.0,2.0,0.0,97.0,2.0,4.0
