,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.04,0.0,0.01,0.02,0.06,0.07,0.17,0.14,0.11,0.02,0.05,0.12,0.32,0.11,0.09,0.05,0.11,0.0,0.01,0.03
etherboot.csv,0.61,0.76,0.19,0.04,0.61,0.56,0.41,0.67,0.0,0.17,0.1,0.09,0.74,0.58,0.68,0.41,0.29,0.21,0.3,0.35
gebr.csv,0.59,0.67,0.44,0.67,0.77,0.63,0.68,0.94,0.52,0.74,0.82,0.94,0.03,0.75,0.73,0.62,0.73,0.56,0.74,0.74
gpac.csv,0.44,0.72,0.35,0.4,0.55,0.48,0.39,0.55,0.34,0.0,0.64,0.53,0.74,0.3,0.48,0.54,0.51,0.4,0.31,0.39
gstreamer.csv,0.37,0.39,0.27,0.42,0.35,0.15,0.34,0.26,0.26,0.4,0.36,0.53,0.11,0.37,0.38,0.36,0.24,0.43,0.01,0.62
kml.csv,0.68,0.51,0.56,0.41,0.46,0.22,0.52,0.67,0.49,0.36,0.67,0.75,0.24,0.33,0.51,0.0,0.42,0.36,0.42,0.44
ktc.csv,0.01,0.49,0.14,0.14,0.3,0.11,0.16,0.14,0.3,0.26,0.21,0.14,0.11,0.25,0.26,0.03,0.23,0.41,0.17,0.26
mbse.csv,0.58,0.66,0.7,0.39,0.63,0.85,0.51,0.43,0.49,0.55,0.23,0.02,0.95,0.75,0.61,0.82,0.63,0.56,0.58,0.47
miranda.csv,0.48,0.18,0.77,0.45,0.45,0.22,0.2,0.48,0.56,0.49,0.62,0.58,0.16,0.33,0.56,0.49,0.37,0.53,0.3,0.01
neoengine.csv,0.41,0.94,0.01,0.18,0.51,0.56,0.3,0.36,0.34,0.43,0.46,0.61,0.66,0.37,0.41,0.77,0.3,0.21,0.71,0.46
nicepress.csv,0.12,0.06,0.15,0.17,0.25,0.04,0.2,0.0,0.11,0.3,0.1,0.71,0.03,0.12,0.2,0.13,0.15,0.24,0.36,0.28
omseek.csv,0.02,0.06,0.01,0.02,0.01,0.07,0.03,0.14,0.0,0.02,0.67,0.09,0.0,0.04,0.0,0.03,0.04,0.07,0.02,0.06
pcsx2.csv,0.16,0.76,0.1,0.02,0.3,0.19,0.26,0.2,0.05,0.79,0.26,0.95,0.11,0.04,0.22,0.36,0.02,0.07,0.52,0.56
plplot.csv,0.64,1.0,0.38,0.46,0.73,0.78,0.76,0.3,0.39,1.0,0.82,1.0,0.84,0.0,0.68,1.0,0.84,0.69,0.49,0.48
rosegarden.csv,0.08,0.22,0.34,0.13,0.44,0.48,0.0,0.2,0.16,0.32,0.31,0.13,0.18,0.53,0.46,0.36,0.3,0.32,0.21,0.33
smarttag.csv,0.2,0.06,0.12,0.3,0.3,0.11,0.12,0.26,0.11,0.09,0.0,0.1,0.0,0.05,0.29,0.0,0.11,0.2,0.05,0.05
vapor.csv,0.05,0.01,0.08,0.13,0.01,0.04,0.07,0.04,0.02,0.17,0.62,0.14,0.05,0.09,0.1,0.05,0.08,0.02,0.06,0.16
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
zorannt.csv,0.12,0.84,0.04,0.01,0.34,0.67,0.17,0.28,0.18,0.72,0.74,0.98,0.39,0.23,0.11,0.82,0.39,0.13,0.63,0.11
zscreen.csv,0.45,0.36,0.45,0.42,0.48,0.0,0.5,0.36,0.51,0.45,0.82,0.98,0.13,0.3,0.5,0.36,0.4,0.34,0.41,0.62
