,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.03,0.8,0.01,0.04,0.0,0.11,0.11,0.0,0.14,0.04,0.07,0.06,0.21,0.05,0.06,0.08,0.04,0.0,0.05,0.02
etherboot.csv,0.44,0.4,0.19,0.04,0.56,0.5,0.47,0.53,0.95,0.2,0.14,0.12,0.51,0.43,0.52,0.42,0.22,0.5,0.47,0.33
gebr.csv,0.87,0.6,0.84,0.74,0.8,0.83,0.82,0.97,0.64,0.86,0.86,0.98,0.9,0.95,0.94,0.86,0.85,0.25,0.85,0.91
gpac.csv,0.56,0.8,0.54,0.43,0.44,0.67,0.42,0.67,0.36,0.96,0.57,0.52,0.67,0.29,0.7,0.75,0.58,0.0,0.42,0.5
gstreamer.csv,0.7,0.6,0.58,0.83,0.64,0.33,0.64,0.58,0.32,0.55,0.36,0.77,0.43,0.57,0.7,0.69,0.56,0.12,0.98,0.74
kml.csv,0.88,0.2,0.76,0.57,0.56,0.46,0.64,0.58,0.5,0.52,0.86,0.78,0.47,0.24,0.61,0.94,0.6,0.38,0.71,0.52
ktc.csv,0.97,0.4,0.45,0.52,0.28,0.22,0.5,0.36,0.27,0.32,0.21,0.45,0.28,0.48,0.36,0.19,0.44,0.75,0.34,0.48
mbse.csv,0.63,0.6,0.59,0.43,0.52,0.35,0.65,0.36,0.64,0.54,0.07,0.95,0.76,0.67,0.64,0.53,0.51,0.88,0.45,0.55
miranda.csv,0.77,0.4,0.87,0.65,0.72,0.39,0.47,0.56,0.73,0.52,0.5,0.71,0.42,0.71,0.67,0.47,0.59,0.5,0.52,0.99
neoengine.csv,0.64,0.8,0.96,0.43,0.6,0.57,0.6,0.44,0.23,0.55,0.36,0.62,0.57,0.48,0.64,0.69,0.6,0.12,0.75,0.67
nicepress.csv,0.44,0.0,0.42,0.3,0.56,0.11,0.45,0.94,0.05,0.46,0.0,0.77,0.33,0.14,0.39,0.53,0.32,0.12,0.4,0.39
omseek.csv,0.06,0.0,0.05,0.13,0.08,0.04,0.02,0.28,0.0,0.11,0.64,0.23,0.0,0.05,0.91,0.08,0.08,0.0,0.04,0.05
pcsx2.csv,0.43,0.6,0.36,0.13,0.48,0.5,0.53,0.39,0.14,0.75,0.21,1.0,0.53,0.29,0.55,0.69,0.98,0.0,0.6,0.77
plplot.csv,0.65,1.0,0.58,0.78,0.72,0.7,0.78,0.69,0.41,1.0,0.64,1.0,0.7,0.86,0.79,1.0,0.93,0.75,0.74,0.63
rosegarden.csv,0.57,0.4,0.46,0.43,0.56,0.39,0.92,0.31,0.23,0.38,0.36,0.45,0.29,0.67,0.61,0.33,0.51,0.25,0.35,0.59
smarttag.csv,0.58,0.0,0.49,0.52,0.44,0.37,0.44,0.5,0.23,0.23,0.86,0.23,0.15,0.33,0.36,0.14,0.36,0.12,0.12,0.32
vapor.csv,0.24,0.0,0.14,0.04,0.92,0.04,0.17,0.19,0.0,0.21,0.79,0.18,0.13,0.0,0.21,0.14,0.04,0.12,0.23,0.18
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.23,1.0,0.16,0.87,0.24,0.48,0.26,0.31,0.18,0.77,0.86,0.94,0.18,0.14,0.21,0.69,0.35,0.25,0.54,0.13
zscreen.csv,0.68,0.4,0.66,0.7,0.68,0.96,0.74,0.67,0.64,0.57,0.93,0.98,0.57,0.57,0.67,0.69,0.67,0.0,0.61,0.76
