,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.46,0.54,0.41,0.5,0.79,0.42,0.89,0.95,0.75,0.32,0.88,0.95,0.0,0.75,0.67,0.67,0.91,0.67,0.75,0.39
array4j.csv,0.86,0.9,0.94,0.83,0.9,0.96,0.94,0.92,0.75,0.0,0.88,0.93,0.89,0.96,0.88,0.0,0.92,0.67,0.97,0.86
bzbyte.csv,0.39,0.47,0.42,0.28,0.37,0.36,0.35,0.39,0.4,0.3,0.33,0.44,0.38,0.37,0.46,0.8,0.36,0.39,0.33,0.31
capcode.csv,0.73,0.8,0.91,0.67,0.92,0.83,0.84,0.91,0.64,0.0,0.75,0.91,0.75,0.8,0.5,0.8,0.75,0.5,0.83,0.83
fm-classic.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freenet.csv,0.46,0.77,0.91,0.55,0.49,0.43,0.56,0.48,0.4,0.5,0.39,0.57,0.59,0.66,0.6,0.5,0.88,0.8,0.47,0.58
hannosset.csv,0.5,0.0,0.83,0.67,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.93,0.5,0.75,0.0,0.0,0.83,0.0,0.94,0.0
haphazard.csv,0.83,0.8,0.94,0.83,0.9,0.85,0.95,0.72,0.62,0.5,0.92,0.93,0.89,0.93,0.95,0.8,0.94,0.93,0.97,0.73
intact.csv,0.52,0.79,0.53,0.86,0.53,0.48,0.72,0.85,0.88,0.82,0.42,0.62,0.53,0.94,0.67,0.38,0.59,0.42,0.39,0.73
ipfire-wall.csv,0.73,0.36,0.76,0.38,0.42,0.67,0.94,0.76,0.85,0.81,0.44,0.5,0.59,0.67,0.54,0.36,0.85,0.53,0.45,0.9
jlinalg.csv,0.38,0.5,0.4,0.33,0.39,0.37,0.37,0.42,0.67,0.36,0.37,0.38,0.43,0.36,0.47,0.45,0.45,0.45,0.32,0.34
nassp.csv,0.69,0.63,0.62,0.47,0.66,0.56,0.92,0.86,0.75,0.91,0.65,0.62,0.78,0.92,0.91,0.41,0.61,0.75,0.74,0.53
ondex.csv,0.53,0.89,0.82,0.67,0.94,0.48,0.94,0.82,0.86,0.92,0.93,0.89,0.67,0.9,0.86,0.37,0.92,0.89,0.97,0.65
optalgtoolkit.csv,0.65,0.64,0.43,0.58,0.61,0.41,0.53,0.68,0.38,0.91,0.61,0.58,0.4,0.41,0.42,0.51,0.36,0.47,0.52,0.37
pustefix.csv,0.93,0.59,0.94,0.56,0.6,0.87,0.86,0.74,0.8,0.59,0.61,0.97,0.0,0.5,0.94,0.4,0.71,0.53,0.97,0.61
soar.csv,0.39,0.78,0.47,0.31,0.47,0.44,0.4,0.42,0.37,0.36,0.47,0.44,0.36,0.36,0.46,0.52,0.54,0.38,0.35,0.34
sqlpower-library.csv,0.43,0.51,0.57,0.36,0.39,0.36,0.42,0.5,0.42,0.31,0.37,0.45,0.41,0.48,0.63,0.4,0.39,0.38,0.36,0.36
super-tux.csv,0.37,0.41,0.48,0.3,0.34,0.33,0.43,0.37,0.36,0.33,0.32,0.46,0.36,0.35,0.44,0.5,0.37,0.57,0.37,0.29
tart.csv,0.5,0.67,0.83,0.5,0.89,0.93,0.88,0.67,0.0,0.83,0.75,0.89,0.67,0.8,0.75,0.59,0.0,0.83,0.92,0.0
web-cat.csv,0.9,0.94,0.67,0.8,0.94,0.62,0.77,0.77,0.82,0.93,0.83,0.96,0.65,0.6,0.7,0.48,0.5,0.61,0.97,0.58
