,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.81,0.69,0.62,0.38,0.57
dynalloy.csv,0.79,0.69,0.12,0.5,0.68
findbugs.csv,0.77,0.48,0.81,0.75,0.61
runuomondains.csv,0.54,0.79,0.62,0.75,0.5
xbplayer.csv,0.37,0.67,0.75,0.62,0.46
