,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.87,0.49,0.46,0.64,0.5
dynalloy.csv,0.35,0.67,0.95,0.8,0.7
findbugs.csv,0.59,0.58,0.65,0.38,0.52
runuomondains.csv,0.69,0.53,0.55,0.29,0.61
xbplayer.csv,0.68,0.4,0.57,0.48,0.82
