,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,3.0,0.0,4.0,0.0,8.0,0.0,0.0,12.0
arcallians.csv,0.0,0.0,10.0,0.0,7.0,0.0,2.0,0.0
arianne.csv,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.0
cortex-vfx.csv,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0
mbse.csv,10.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0
multitude.csv,7.0,0.0,16.0,2.0,2.0,0.0,0.0,23.0
phonon-vlc-mplayer.csv,0.0,0.0,11.0,0.0,20.0,0.0,2.0,10.0
qgis.csv,0.0,0.0,22.0,0.0,0.0,0.0,7.0,11.0
