,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.48,0.64,0.68,0.55,0.97,0.69,0.49,1.0
arcallians.csv,0.62,0.73,0.88,0.8,0.52,0.33,0.57,0.42
arianne.csv,0.7,0.94,0.96,0.98,1.0,0.99,0.89,0.84
cortex-vfx.csv,0.46,0.46,0.46,0.5,0.34,0.11,0.42,0.58
mbse.csv,0.3,0.46,0.29,0.66,0.71,0.77,0.4,0.7
multitude.csv,0.84,0.76,0.84,0.41,0.92,0.79,0.68,0.97
phonon-vlc-mplayer.csv,0.36,0.6,0.77,0.59,0.57,0.45,0.48,0.69
qgis.csv,0.4,0.63,0.84,0.43,0.02,0.01,0.65,0.81
