,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.51,0.65,0.67,0.56,0.27,0.67,0.53,0.0
arcallians.csv,0.59,0.66,0.82,0.78,0.55,0.37,0.57,0.47
arianne.csv,0.71,0.3,0.42,0.0,0.0,0.0,0.34,0.23
cortex-vfx.csv,0.5,0.5,0.51,0.55,0.39,0.13,0.46,0.61
mbse.csv,0.33,0.48,0.31,0.5,0.71,0.68,0.44,0.54
multitude.csv,0.62,0.65,0.67,0.45,0.49,0.53,0.69,0.42
phonon-vlc-mplayer.csv,0.41,0.61,0.78,0.63,0.58,0.48,0.51,0.62
qgis.csv,0.44,0.65,0.72,0.47,0.02,0.01,0.59,0.6
