,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.1,0.7,0.69,0.62,0.13,0.78,0.38
glelite.csv,0.13,0.0,0.24,0.23,0.43,0.2,0.97
moving-pictures.csv,0.52,0.37,0.53,0.69,0.12,0.28,0.36
plearn.csv,0.67,0.44,0.09,0.28,0.21,0.27,0.51
re2c.csv,0.36,1.0,0.24,0.61,0.32,0.7,0.39
rebecca-aiml.csv,0.59,0.61,0.53,0.24,0.65,0.87,0.55
xfce.csv,0.61,0.41,0.51,0.43,0.66,0.7,0.72
