,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.87,0.76,0.56,0.64,0.63,0.5,0.57,0.72,0.74,0.67,0.56,0.54,0.66,0.64,0.02,0.46,0.72
enzo.csv,0.86,0.62,0.6,0.64,0.82,0.49,0.75,0.72,0.04,0.85,0.95,0.73,0.67,0.85,0.91,0.91,0.85
hydrogen.csv,0.51,0.9,0.85,0.95,0.69,0.0,0.76,0.54,0.8,0.72,0.82,0.79,0.94,0.85,0.61,0.42,0.54
keyczar.csv,0.67,0.66,0.59,0.55,0.69,0.55,0.75,0.77,0.48,0.75,0.76,0.7,0.07,0.85,0.65,0.91,0.63
lphant.csv,0.94,0.63,0.95,0.4,0.6,0.4,0.56,0.72,0.9,0.53,0.03,0.68,0.52,0.63,0.68,0.59,0.81
lsb.csv,0.04,0.63,0.64,0.49,0.52,0.45,0.66,0.68,0.3,0.53,0.58,0.51,0.57,0.85,0.64,0.59,0.72
maya-work-in-progress.csv,0.38,0.68,0.7,0.04,0.63,0.67,0.6,0.77,0.63,0.75,0.6,0.59,0.55,0.78,0.63,0.63,0.6
mcore3d.csv,0.95,0.02,0.7,0.63,0.48,0.51,0.58,0.8,0.35,0.77,0.63,0.88,0.63,0.79,0.61,0.42,0.52
mscore.csv,0.93,0.72,0.73,0.42,0.01,0.51,0.61,0.59,0.58,0.6,0.41,0.52,0.62,0.55,0.54,0.56,0.59
natpad.csv,0.73,0.77,0.82,0.7,0.74,0.66,0.53,0.77,0.92,0.55,0.83,0.61,0.82,0.87,0.82,0.52,0.05
rocrail.csv,0.98,0.91,0.86,0.91,0.83,0.44,0.82,0.63,0.92,0.8,0.77,0.79,0.96,0.91,0.71,0.09,0.66
salasaga.csv,0.94,0.85,0.99,0.98,0.95,0.91,0.88,0.76,0.85,0.67,0.84,0.07,0.87,0.93,0.92,0.93,0.95
virtuoso.csv,0.76,0.67,0.65,0.78,0.58,0.43,0.72,0.07,0.8,0.38,0.66,0.89,0.97,0.84,0.45,0.49,0.89
xemeiah.csv,0.67,0.79,0.52,0.78,0.55,0.36,0.05,0.61,0.43,0.67,0.5,0.64,0.82,0.71,0.58,0.43,0.65
xined.csv,0.58,0.84,0.92,0.94,0.78,0.7,0.82,0.88,0.97,0.1,0.78,0.54,1.0,0.89,0.78,0.96,0.69
xtreemfs.csv,0.98,0.67,0.49,0.72,0.61,0.38,0.53,0.64,0.74,0.65,0.72,0.76,0.92,0.0,0.57,0.47,0.62
yield.csv,0.8,0.62,0.02,0.52,0.59,0.56,0.58,0.66,0.97,0.76,0.7,0.47,0.64,0.67,0.64,0.54,0.58
