,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.46,0.48,0.39,0.48,0.48,0.45,0.47,0.4,0.53,0.42,0.31,0.51,0.42,0.38,0.33,0.41
calcubetimer.csv,0.59,0.5,0.67,0.41,0.42,0.41,0.8,0.38,0.43,0.43,0.3,0.35,0.5,0.92,0.77,0.51
chaosrts.csv,0.39,0.71,0.86,0.55,0.88,0.68,0.44,0.39,0.57,0.44,0.58,0.45,0.65,0.42,0.79,0.46
dxengine.csv,0.96,0.88,0.86,0.56,0.58,0.65,0.7,0.55,0.96,0.95,0.0,0.75,0.75,0.57,0.49,0.96
freedom-erp.csv,0.76,0.75,0.0,0.8,0.62,0.67,0.0,0.65,0.75,0.38,0.35,0.64,0.75,0.0,0.91,0.49
joustsim.csv,0.44,0.45,0.41,0.43,0.78,0.43,0.77,0.55,0.49,0.43,0.8,0.67,0.43,0.41,0.42,0.8
jsidplay2.csv,0.71,0.8,0.86,0.78,0.42,0.91,0.93,0.5,0.82,0.47,0.32,0.6,0.68,0.61,0.5,0.49
madman.csv,0.47,0.88,0.64,0.46,0.58,0.54,0.66,0.46,0.65,0.65,0.9,0.57,0.45,0.49,0.33,0.51
mclient-mume.csv,0.45,0.49,0.48,0.41,0.91,0.59,0.66,0.67,0.45,0.86,0.9,0.73,0.58,0.47,0.79,0.52
primefaces.csv,0.33,0.43,0.39,0.41,0.38,0.38,0.41,0.36,0.44,0.39,0.36,0.48,0.4,0.37,0.46,0.38
reaper3d.csv,0.48,0.43,0.42,0.41,0.47,0.55,0.76,0.89,0.49,0.9,0.37,0.71,0.43,0.47,0.37,0.86
sblim.csv,0.93,0.67,0.46,0.5,0.83,0.53,0.0,0.62,0.44,0.86,0.44,0.67,0.47,0.92,0.9,0.5
sevenupdate.csv,0.32,0.59,0.43,0.42,0.44,0.44,0.47,0.36,0.44,0.42,0.31,0.48,0.41,0.37,0.33,0.38
springside.csv,0.33,0.43,0.42,0.41,0.45,0.5,0.47,0.38,0.42,0.39,0.41,0.5,0.39,0.36,0.31,0.41
swtfox.csv,0.49,0.69,0.38,0.9,0.59,0.94,0.49,0.84,0.81,0.95,0.73,0.96,0.47,0.51,0.34,0.65
tmva.csv,0.32,0.43,0.63,0.47,0.38,0.49,0.4,0.37,0.48,0.42,0.31,0.48,0.42,0.38,0.31,0.38
