,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.7,0.9,0.97,0.74,0.73,0.86,0.96,0.92,0.82,1.0,0.99,0.91,0.88,1.0,1.0,0.92
calcubetimer.csv,0.28,0.29,0.0,0.85,0.66,1.0,0.02,0.38,0.79,0.82,0.99,0.82,0.62,0.12,0.18,0.3
chaosrts.csv,0.64,0.29,0.17,0.56,0.22,0.23,0.63,0.72,0.75,0.45,0.35,0.45,0.5,0.75,0.28,0.79
dxengine.csv,0.22,0.16,0.2,0.59,0.56,0.77,0.51,0.68,0.13,0.29,0.0,0.27,0.62,0.38,0.68,0.14
freedom-erp.csv,0.21,0.08,0.0,0.04,0.34,0.05,0.0,0.12,0.02,0.5,0.75,0.27,0.12,0.0,0.2,0.46
joustsim.csv,0.55,0.96,0.77,0.89,0.24,0.86,0.43,0.48,0.61,0.52,0.13,0.91,0.88,0.88,0.52,0.19
jsidplay2.csv,0.23,0.1,0.23,0.3,0.83,0.18,0.14,0.42,0.48,0.71,0.98,0.27,0.12,0.25,0.05,0.5
madman.csv,0.57,0.16,0.3,0.41,0.53,0.68,0.53,0.6,0.22,0.43,0.07,0.73,1.0,0.62,0.68,0.74
mclient-mume.csv,0.58,0.71,0.87,0.74,0.12,0.5,0.55,0.05,0.6,0.12,0.02,0.45,0.62,0.88,0.35,0.45
primefaces.csv,0.82,0.84,1.0,1.0,0.64,0.77,0.73,1.0,1.0,0.64,0.7,1.0,1.0,1.0,0.72,0.89
reaper3d.csv,0.5,0.63,0.73,0.59,0.63,0.77,0.37,0.1,0.28,0.18,0.82,0.36,0.75,0.88,0.72,0.16
sblim.csv,0.11,0.06,0.6,0.67,0.19,0.77,0.02,0.18,0.8,0.12,0.51,0.36,0.88,0.12,0.12,0.29
sevenupdate.csv,1.0,0.76,0.9,0.96,0.83,0.95,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0
springside.csv,0.84,0.63,0.77,0.81,0.44,0.45,0.8,0.42,0.4,0.55,0.53,0.73,0.88,0.88,0.75,0.58
swtfox.csv,0.67,0.65,1.0,0.3,0.53,0.0,0.92,0.62,0.23,0.27,0.28,0.0,0.75,0.62,0.92,0.55
tmva.csv,0.98,0.84,0.4,0.59,1.0,0.45,1.0,0.72,0.8,1.0,1.0,1.0,0.88,0.88,0.9,0.99
