,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.45,0.37,0.42,0.39,0.42,0.41,0.41,0.71,0.42
graphmak.csv,0.45,0.4,0.48,0.46,0.53,0.82,0.5,0.67,0.62
guineu.csv,0.46,0.58,0.8,0.89,0.61,0.62,0.92,0.9,0.56
jhotdraw.csv,0.49,0.42,0.58,0.82,0.85,0.57,0.52,0.72,0.61
ofbiz.csv,0.44,0.41,0.42,0.43,0.4,0.45,0.52,0.49,0.46
pdfedit.csv,0.42,0.71,0.56,0.48,0.51,0.41,0.45,0.59,0.61
pokeglobal.csv,0.37,0.42,0.44,0.34,0.43,0.35,0.47,0.47,0.59
red5.csv,0.31,0.43,0.34,0.4,0.34,0.46,0.4,0.44,0.36
twostep.csv,0.31,0.36,0.38,0.46,0.38,0.36,0.4,0.45,0.37
