,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.04,0.32,0.36,0.12,0.55,0.56,0.03,0.48,0.16
foursquared.csv,0.04,0.01,0.1,0.04,0.0,0.09,0.03,0.0,0.1
jasperreports.csv,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.04,0.0
kdenlive.csv,0.46,0.59,0.0,0.63,0.61,0.28,0.51,0.61,0.8
optalgtoolkit.csv,0.63,0.28,0.79,0.48,0.0,0.43,0.51,0.78,0.48
sabbu.csv,0.0,0.45,0.26,0.56,0.19,0.56,0.31,0.63,0.25
tokratan.csv,0.09,0.06,0.26,0.12,0.1,0.0,0.0,0.02,0.04
vxl.csv,0.56,0.0,0.67,0.12,0.13,0.16,0.38,0.2,0.19
zact.csv,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.17,0.0
