,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.23,0.93,0.35,0.42
n2cms.csv,0.98,0.43,0.29,0.33
nassp.csv,0.15,0.21,0.18,0.92
nug.csv,0.62,0.29,0.76,0.67
