,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.77,0.07,0.73,0.6
n2cms.csv,0.02,0.65,0.9,0.71
nassp.csv,0.86,0.79,0.83,0.08
nug.csv,0.62,0.74,0.24,0.45
