,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.07,0.0,0.33,0.15
n2cms.csv,0.0,0.3,0.56,0.24
nassp.csv,0.07,0.08,0.06,0.0
nug.csv,0.5,0.18,0.06,0.3
