,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.27,0.94,0.39,0.47
n2cms.csv,0.98,0.47,0.31,0.37
nassp.csv,0.18,0.25,0.21,0.93
nug.csv,0.59,0.33,0.79,0.68
