,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.17,0.02,0.2,0.01,0.17,0.2,0.26,0.17,0.28,0.33,0.35,0.06
freedom-erp.csv,0.0,0.0,0.05,0.0,0.11,0.0,0.06,0.02,0.0,0.03,0.0,0.0
javaprofiler.csv,0.17,0.65,0.35,0.68,0.57,0.85,0.46,0.68,0.24,0.23,0.98,0.0
jmoney.csv,0.02,0.22,0.1,0.06,0.77,0.07,0.17,0.17,0.07,0.47,0.05,0.08
jsidplay2.csv,0.54,0.35,0.0,0.36,0.65,0.07,0.69,0.34,0.76,0.47,0.05,0.75
reaper3d.csv,0.51,0.0,0.5,0.79,0.02,0.02,0.44,0.0,0.59,0.1,0.09,0.31
servicestack.csv,0.1,0.27,0.1,0.44,0.22,0.17,0.27,0.69,0.0,0.3,0.21,0.25
springside.csv,0.71,0.67,0.25,0.02,0.58,0.67,0.53,0.79,0.5,0.83,0.6,0.56
swtfox.csv,0.27,0.39,0.5,0.77,0.0,0.63,0.3,0.38,0.76,0.23,0.33,0.67
synecdoche.csv,0.2,0.27,0.15,0.05,0.35,0.15,0.79,0.69,0.07,0.33,0.0,0.28
tmva.csv,0.54,0.73,0.35,0.52,0.6,0.03,1.0,0.79,0.63,0.77,0.49,0.72
wsmt.csv,0.15,0.04,0.0,0.08,0.0,0.03,0.01,0.0,0.13,0.03,0.02,0.06
