,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,5.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,0.0
freedom-erp.csv,0.0,77.0,0.0,144.0,4.0,225.0,0.0,107.0,62.0,64.0,71.0,110.0
javaprofiler.csv,3.0,4.0,2.0,0.0,0.0,0.0,30.0,12.0,5.0,6.0,3.0,0.0
jmoney.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0
jsidplay2.csv,9.0,5.0,0.0,7.0,4.0,1.0,1.0,18.0,1.0,1.0,0.0,0.0
reaper3d.csv,16.0,0.0,3.0,0.0,0.0,225.0,1.0,0.0,0.0,1.0,4.0,0.0
servicestack.csv,2.0,1.0,0.0,35.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0
springside.csv,15.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,1.0,1.0,0.0
swtfox.csv,10.0,2.0,3.0,0.0,0.0,0.0,3.0,37.0,0.0,0.0,3.0,0.0
synecdoche.csv,2.0,9.0,1.0,2.0,0.0,0.0,0.0,30.0,62.0,3.0,0.0,0.0
tmva.csv,10.0,6.0,1.0,0.0,3.0,0.0,1.0,37.0,0.0,1.0,1.0,0.0
wsmt.csv,6.0,2.0,0.0,144.0,0.0,1.0,0.0,107.0,3.0,0.0,71.0,2.0
